 v-sweep         v(Vdd)          i(Vout)        
 1.66000000e+00  1.66000000e+00  4.63452831e-07 
 1.67000000e+00  1.67000000e+00  4.58301281e-07 
 1.68000000e+00  1.68000000e+00  4.53182766e-07 
 1.69000000e+00  1.69000000e+00  4.48099281e-07 
 1.70000000e+00  1.70000000e+00  4.43052379e-07 
 1.71000000e+00  1.71000000e+00  4.38043311e-07 
 1.72000000e+00  1.72000000e+00  4.33073063e-07 
 1.73000000e+00  1.73000000e+00  4.28142470e-07 
 1.74000000e+00  1.74000000e+00  4.23252194e-07 
 1.75000000e+00  1.75000000e+00  4.18402780e-07 
 1.76000000e+00  1.76000000e+00  4.13594672e-07 
 1.77000000e+00  1.77000000e+00  4.08828243e-07 
 1.78000000e+00  1.78000000e+00  4.04103783e-07 
 1.79000000e+00  1.79000000e+00  3.99421535e-07 
 1.80000000e+00  1.80000000e+00  3.94781683e-07 
