 v1              i(Viin)         i(Viout)       
 0.00000000e+00  1.44229358e-06  1.02176045e-11 
 0.00000000e+00  1.44233291e-06  4.30206001e-07 
 1.80000000e+00  1.44233350e-06  4.35054773e-07 
 1.80000000e+00  1.44232084e-06  5.31255083e-07 
 0.00000000e+00  1.44230714e-06  4.46632683e-07 
 0.00000000e+00  1.44233599e-06  5.76696266e-07 
 1.80000000e+00  1.44232448e-06  5.46983358e-07 
 1.80000000e+00  1.44230332e-06  5.86922084e-07 
 0.00000000e+00  1.44232274e-06  4.68860335e-07 
 0.00000000e+00  1.44233836e-06  6.11403436e-07 
 1.80000000e+00  1.44233942e-06  6.01258122e-07 
 1.80000000e+00  1.44235218e-06  6.47644185e-07 
 0.00000000e+00  1.44232524e-06  5.77428736e-07 
 0.00000000e+00  1.44234112e-06  6.57344557e-07 
 1.80000000e+00  1.44233711e-06  6.19841202e-07 
 1.80000000e+00  1.44233803e-06  6.39827320e-07 
 0.00000000e+00  1.44232246e-06  5.14463977e-07 
 0.00000000e+00  1.44235420e-06  6.53759869e-07 
 1.80000000e+00  1.44232936e-06  6.54026294e-07 
 1.80000000e+00  1.44234423e-06  7.00645643e-07 
 0.00000000e+00  1.44231419e-06  6.48787022e-07 
 0.00000000e+00  1.44231915e-06  7.19218036e-07 
 1.80000000e+00  1.44233502e-06  6.96681269e-07 
 1.80000000e+00  1.44234576e-06  7.16771595e-07 
 0.00000000e+00  1.44234562e-06  6.37468474e-07 
 0.00000000e+00  1.44234652e-06  7.24783476e-07 
 1.80000000e+00  1.44234640e-06  7.14268566e-07 
 1.80000000e+00  1.44234759e-06  7.42017420e-07 
 0.00000000e+00  1.44235811e-06  6.86027406e-07 
 0.00000000e+00  1.44234146e-06  7.41309734e-07 
 1.80000000e+00  1.44234729e-06  7.07984796e-07 
 1.80000000e+00  1.44234092e-06  7.20504730e-07 
 0.00000000e+00  1.44231790e-06  6.08997425e-07 
 0.00000000e+00  1.44234854e-06  7.31425516e-07 
 1.80000000e+00  1.44234884e-06  7.32087472e-07 
 1.80000000e+00  1.44235013e-06  7.72431122e-07 
 0.00000000e+00  1.44234935e-06  7.36284477e-07 
 0.00000000e+00  1.44235113e-06  7.91249533e-07 
 1.80000000e+00  1.44235098e-06  7.77820617e-07 
 1.80000000e+00  1.44236364e-06  7.93546334e-07 
 0.00000000e+00  1.44233252e-06  7.43919841e-07 
 0.00000000e+00  1.44235351e-06  8.06852526e-07 
 1.80000000e+00  1.44235351e-06  8.02363758e-07 
 1.80000000e+00  1.44235324e-06  8.22392607e-07 
 0.00000000e+00  1.44236427e-06  7.88345503e-07 
 0.00000000e+00  1.44235359e-06  8.25314729e-07 
 1.80000000e+00  1.44235445e-06  8.10927204e-07 
 1.80000000e+00  1.44235371e-06  8.18692826e-07 
 0.00000000e+00  1.44235248e-06  7.61388577e-07 
 0.00000000e+00  1.44234216e-06  8.26523845e-07 
 1.80000000e+00  1.44235442e-06  8.25678512e-07 
 1.80000000e+00  1.44235519e-06  8.47796201e-07 
 0.00000000e+00  1.44234194e-06  8.22928328e-07 
 0.00000000e+00  1.44235571e-06  8.57240011e-07 
 1.80000000e+00  1.44235550e-06  8.47003818e-07 
 1.80000000e+00  1.44233802e-06  8.56467494e-07 
 0.00000000e+00  1.44235522e-06  8.19702421e-07 
 0.00000000e+00  1.44235631e-06  8.61920498e-07 
 1.80000000e+00  1.44233017e-06  8.55837854e-07 
 1.80000000e+00  1.44235682e-06  8.71241227e-07 
 0.00000000e+00  1.44235628e-06  8.45084301e-07 
 0.00000000e+00  1.44232840e-06  8.71354359e-07 
 1.80000000e+00  1.44233889e-06  8.57124050e-07 
 1.80000000e+00  1.44235709e-06  8.62689291e-07 
 0.00000000e+00  1.44236947e-06  8.05664200e-07 
 0.00000000e+00  1.44232882e-06  8.71790832e-07 
 1.80000000e+00  1.44233975e-06  8.75615285e-07 
 1.80000000e+00  1.44235817e-06  8.94916340e-07 
 0.00000000e+00  1.44235925e-06  8.84507003e-07 
 0.00000000e+00  1.44235990e-06  9.08673215e-07 
 1.80000000e+00  1.44235882e-06  9.06042914e-07 
 1.80000000e+00  1.44235906e-06  9.14687604e-07 
 0.00000000e+00  1.44233007e-06  8.98433484e-07 
 0.00000000e+00  1.44235943e-06  9.23389223e-07 
 1.80000000e+00  1.44235953e-06  9.23847139e-07 
 1.80000000e+00  1.44236096e-06  9.33964031e-07 
 0.00000000e+00  1.44236079e-06  9.26910161e-07 
 0.00000000e+00  1.44234792e-06  9.38059216e-07 
 1.80000000e+00  1.44236119e-06  9.38130398e-07 
 1.80000000e+00  1.44233152e-06  9.40412164e-07 
 0.00000000e+00  1.44235987e-06  9.31270236e-07 
 0.00000000e+00  1.44236031e-06  9.49128889e-07 
 1.80000000e+00  1.44236041e-06  9.51365749e-07 
 1.80000000e+00  1.44236060e-06  9.57887210e-07 
