 v1              i(Viin)         i(Viout)       
 0.00000000e+00  1.46743153e-06  8.62598881e-12 
 0.00000000e+00  1.46743646e-06  2.06182676e-07 
 1.80000000e+00  1.46742111e-06  2.10678806e-07 
 1.80000000e+00  1.46746417e-06  2.38610397e-07 
 0.00000000e+00  1.46745199e-06  2.16843560e-07 
 0.00000000e+00  1.46744165e-06  2.56606043e-07 
 1.80000000e+00  1.46743098e-06  2.50648625e-07 
 1.80000000e+00  1.46742480e-06  2.64648591e-07 
 0.00000000e+00  1.46743213e-06  2.34189486e-07 
 0.00000000e+00  1.46745184e-06  2.75396474e-07 
 1.80000000e+00  1.46742497e-06  2.76084990e-07 
 1.80000000e+00  1.46745096e-06  2.89729314e-07 
 0.00000000e+00  1.46741928e-06  2.75181279e-07 
 0.00000000e+00  1.46744938e-06  2.96999886e-07 
 1.80000000e+00  1.46744414e-06  2.91108449e-07 
 1.80000000e+00  1.46746379e-06  2.98447375e-07 
 0.00000000e+00  1.46746528e-06  2.71379605e-07 
 0.00000000e+00  1.46743493e-06  3.09027897e-07 
 1.80000000e+00  1.46744715e-06  3.11706359e-07 
 1.80000000e+00  1.46742704e-06  3.26657741e-07 
 0.00000000e+00  1.46744763e-06  3.17201227e-07 
 0.00000000e+00  1.46743371e-06  3.36180264e-07 
 1.80000000e+00  1.46744914e-06  3.34420093e-07 
 1.80000000e+00  1.46742728e-06  3.42547992e-07 
 0.00000000e+00  1.46743322e-06  3.31907472e-07 
 0.00000000e+00  1.46743504e-06  3.50976165e-07 
 1.80000000e+00  1.46744927e-06  3.52559653e-07 
 1.80000000e+00  1.46746260e-06  3.61204698e-07 
 0.00000000e+00  1.46742920e-06  3.58121085e-07 
 0.00000000e+00  1.46743808e-06  3.69476595e-07 
 1.80000000e+00  1.46742987e-06  3.70294401e-07 
 1.80000000e+00  1.46744091e-06  3.75441601e-07 
 0.00000000e+00  1.46745495e-06  3.70899699e-07 
 0.00000000e+00  1.46743369e-06  3.86789267e-07 
 1.80000000e+00  1.46743785e-06  3.92465736e-07 
 1.80000000e+00  1.46742882e-06  3.99018830e-07 
 0.00000000e+00  1.46743521e-06  4.02326052e-07 
 0.00000000e+00  1.46741959e-06  4.09577268e-07 
 1.80000000e+00  1.46743733e-06  4.14367236e-07 
 1.80000000e+00  1.46742858e-06  4.19521712e-07 
 0.00000000e+00  1.46741694e-06  4.27322661e-07 
 0.00000000e+00  1.46743402e-06  4.29462816e-07 
 1.80000000e+00  1.46743216e-06  4.35204086e-07 
 1.80000000e+00  1.46745302e-06  4.37902315e-07 
 0.00000000e+00  1.46744415e-06  4.48556293e-07 
 0.00000000e+00  1.46742444e-06  4.49723586e-07 
 1.80000000e+00  1.46744505e-06  4.58221066e-07 
 1.80000000e+00  1.46743474e-06  4.63355406e-07 
 0.00000000e+00  1.46743560e-06  4.83754150e-07 
 0.00000000e+00  1.46743920e-06  4.73969919e-07 
 1.80000000e+00  1.46744176e-06  4.82163045e-07 
 1.80000000e+00  1.46743203e-06  4.81186277e-07 
 0.00000000e+00  1.46744532e-06  4.96898977e-07 
 0.00000000e+00  1.46743272e-06  4.90743133e-07 
 1.80000000e+00  1.46746554e-06  5.02873618e-07 
 1.80000000e+00  1.46743612e-06  5.06055372e-07 
