 v1              i(Viin)         i(Viout)       
 0.00000000e+00  1.49974432e-06  1.21218591e-11 
 0.00000000e+00  1.49974066e-06  6.85556927e-08 
 1.80000000e+00  1.49973911e-06  7.39954231e-08 
 1.80000000e+00  1.49973917e-06  9.04718576e-08 
 0.00000000e+00  1.49975737e-06  8.59087663e-08 
 0.00000000e+00  1.49977688e-06  1.07003984e-07 
 1.80000000e+00  1.49977732e-06  1.09711209e-07 
 1.80000000e+00  1.49979418e-06  1.21043925e-07 
 0.00000000e+00  1.49974660e-06  1.16769215e-07 
 0.00000000e+00  1.49974182e-06  1.39650012e-07 
 1.80000000e+00  1.49974271e-06  1.46374745e-07 
 1.80000000e+00  1.49976574e-06  1.59979919e-07 
 0.00000000e+00  1.49974367e-06  1.61144740e-07 
 0.00000000e+00  1.49977871e-06  1.78076363e-07 
 1.80000000e+00  1.49972991e-06  1.83671730e-07 
 1.80000000e+00  1.49976011e-06  1.94685086e-07 
 0.00000000e+00  1.49980612e-06  1.94674300e-07 
 0.00000000e+00  1.49975458e-06  2.15379316e-07 
 1.80000000e+00  1.49975484e-06  2.24982870e-07 
 1.80000000e+00  1.49978236e-06  2.39110463e-07 
 0.00000000e+00  1.49975557e-06  2.44585578e-07 
 0.00000000e+00  1.49978286e-06  2.60793712e-07 
 1.80000000e+00  1.49975997e-06  2.68754576e-07 
 1.80000000e+00  1.49977024e-06  2.80783368e-07 
 0.00000000e+00  1.49975679e-06  2.85330799e-07 
 0.00000000e+00  1.49974762e-06  3.02155527e-07 
 1.80000000e+00  1.49974791e-06  3.11534208e-07 
 1.80000000e+00  1.49980401e-06  3.24203441e-07 
 0.00000000e+00  1.49974850e-06  3.30567801e-07 
 0.00000000e+00  1.49975960e-06  3.45057941e-07 
 1.80000000e+00  1.49977683e-06  3.53061736e-07 
 1.80000000e+00  1.49976033e-06  3.64460703e-07 
 0.00000000e+00  1.49977116e-06  3.71294604e-07 
 0.00000000e+00  1.49974099e-06  3.87959318e-07 
 1.80000000e+00  1.49974130e-06  3.98743779e-07 
 1.80000000e+00  1.49975782e-06  4.12130348e-07 
 0.00000000e+00  1.49974192e-06  4.20376850e-07 
 0.00000000e+00  1.49975825e-06  4.34863892e-07 
 1.80000000e+00  1.49975848e-06  4.44510462e-07 
 1.80000000e+00  1.49981705e-06  4.56353362e-07 
 0.00000000e+00  1.49974279e-06  4.64149593e-07 
 0.00000000e+00  1.49975918e-06  4.78763994e-07 
 1.80000000e+00  1.49975949e-06  4.89093949e-07 
 1.80000000e+00  1.49975038e-06  5.01419791e-07 
 0.00000000e+00  1.49975991e-06  5.09937294e-07 
 0.00000000e+00  1.49975092e-06  5.23147435e-07 
 1.80000000e+00  1.49975111e-06  5.32661304e-07 
 1.80000000e+00  1.49976470e-06  5.43936679e-07 
 0.00000000e+00  1.49976875e-06  5.51789796e-07 
 0.00000000e+00  1.49975910e-06  5.65828401e-07 
 1.80000000e+00  1.49975923e-06  5.76563693e-07 
 1.80000000e+00  1.49975948e-06  5.88786520e-07 
