 v1              i(Viin)         i(Viout)       
 0.00000000e+00  1.52354673e-06  1.33013600e-11 
 0.00000000e+00  1.52355190e-06  2.20822756e-07 
 1.80000000e+00  1.52352840e-06  2.25903136e-07 
 1.80000000e+00  1.52357919e-06  2.57934047e-07 
 0.00000000e+00  1.52354826e-06  2.33587741e-07 
 0.00000000e+00  1.52356809e-06  2.78238076e-07 
 1.80000000e+00  1.52355568e-06  2.71287774e-07 
 1.80000000e+00  1.52355751e-06  2.87346666e-07 
 0.00000000e+00  1.52355196e-06  2.51952656e-07 
 0.00000000e+00  1.52354559e-06  3.00789154e-07 
 1.80000000e+00  1.52356743e-06  2.99545079e-07 
 1.80000000e+00  1.52354524e-06  3.18420305e-07 
 0.00000000e+00  1.52354977e-06  2.98849358e-07 
 0.00000000e+00  1.52354718e-06  3.27379837e-07 
 1.80000000e+00  1.52355742e-06  3.18345670e-07 
 1.80000000e+00  1.52356836e-06  3.26740604e-07 
 0.00000000e+00  1.52356006e-06  2.94308620e-07 
 0.00000000e+00  1.52355551e-06  3.39127737e-07 
 1.80000000e+00  1.52357653e-06  3.41291511e-07 
 1.80000000e+00  1.52354858e-06  3.59043838e-07 
 0.00000000e+00  1.52355557e-06  3.48033083e-07 
 0.00000000e+00  1.52356770e-06  3.70176551e-07 
 1.80000000e+00  1.52353974e-06  3.68979059e-07 
 1.80000000e+00  1.52355270e-06  3.77934740e-07 
 0.00000000e+00  1.52354363e-06  3.63205331e-07 
 0.00000000e+00  1.52355358e-06  3.88360505e-07 
 1.80000000e+00  1.52357428e-06  3.88255486e-07 
 1.80000000e+00  1.52356436e-06  3.99777321e-07 
 0.00000000e+00  1.52356492e-06  3.92822741e-07 
 0.00000000e+00  1.52354175e-06  4.08406450e-07 
 1.80000000e+00  1.52355986e-06  4.06434097e-07 
 1.80000000e+00  1.52356762e-06  4.13044390e-07 
 0.00000000e+00  1.52355312e-06  4.02107062e-07 
 0.00000000e+00  1.52354085e-06  4.26302194e-07 
 1.80000000e+00  1.52357875e-06  4.31335181e-07 
 1.80000000e+00  1.52356222e-06  4.41125422e-07 
 0.00000000e+00  1.52354190e-06  4.43510871e-07 
 0.00000000e+00  1.52358197e-06  4.53108669e-07 
 1.80000000e+00  1.52355170e-06  4.58394766e-07 
 1.80000000e+00  1.52355786e-06  4.64561921e-07 
 0.00000000e+00  1.52355862e-06  4.68564707e-07 
 0.00000000e+00  1.52354968e-06  4.76802214e-07 
 1.80000000e+00  1.52354963e-06  4.82570400e-07 
 1.80000000e+00  1.52358133e-06  4.86846616e-07 
 0.00000000e+00  1.52353452e-06  4.95347024e-07 
 0.00000000e+00  1.52356915e-06  4.98271888e-07 
 1.80000000e+00  1.52355197e-06  5.07215503e-07 
 1.80000000e+00  1.52354571e-06  5.13407585e-07 
 0.00000000e+00  1.52355038e-06  5.28269169e-07 
 0.00000000e+00  1.52354977e-06  5.25560480e-07 
 1.80000000e+00  1.52355146e-06  5.32159930e-07 
 1.80000000e+00  1.52356056e-06  5.34380646e-07 
 0.00000000e+00  1.52351926e-06  5.49557370e-07 
 0.00000000e+00  1.52354851e-06  5.45884475e-07 
 1.80000000e+00  1.52355203e-06  5.56860414e-07 
 1.80000000e+00  1.52356301e-06  5.61518220e-07 
 0.00000000e+00  1.52357717e-06  5.85820430e-07 
 0.00000000e+00  1.52356212e-06  5.74500788e-07 
 1.80000000e+00  1.52354001e-06  5.86715757e-07 
 1.80000000e+00  1.52356543e-06  5.86401370e-07 
 0.00000000e+00  1.52354515e-06  6.12973579e-07 
 0.00000000e+00  1.52354981e-06  6.05632195e-07 
 1.80000000e+00  1.52353263e-06  6.27136671e-07 
 1.80000000e+00  1.52352433e-06  6.33504825e-07 
 0.00000000e+00  1.52356606e-06  6.84515214e-07 
 0.00000000e+00  1.52355751e-06  6.47848765e-07 
 1.80000000e+00  1.52354798e-06  6.56225907e-07 
 1.80000000e+00  1.52354185e-06  6.46162363e-07 
 0.00000000e+00  1.52356461e-06  6.73422221e-07 
 0.00000000e+00  1.52356020e-06  6.51847841e-07 
 1.80000000e+00  1.52354748e-06  6.69553799e-07 
 1.80000000e+00  1.52354515e-06  6.67765647e-07 
 0.00000000e+00  1.52357119e-06  7.08356737e-07 
 0.00000000e+00  1.52356624e-06  6.77542985e-07 
 1.80000000e+00  1.52355693e-06  6.89873772e-07 
 1.80000000e+00  1.52354521e-06  6.82976832e-07 
 0.00000000e+00  1.52356340e-06  7.18846294e-07 
 0.00000000e+00  1.52353657e-06  6.97331984e-07 
 1.80000000e+00  1.52352827e-06  7.23220751e-07 
 1.80000000e+00  1.52355719e-06  7.24929677e-07 
 0.00000000e+00  1.52357180e-06  7.84240612e-07 
 0.00000000e+00  1.52353564e-06  7.37729110e-07 
 1.80000000e+00  1.52354227e-06  7.49285192e-07 
 1.80000000e+00  1.52354778e-06  7.35319986e-07 
 0.00000000e+00  1.52351045e-06  7.73413035e-07 
 0.00000000e+00  1.52354106e-06  7.44310753e-07 
 1.80000000e+00  1.52355631e-06  7.68590269e-07 
 1.80000000e+00  1.52353151e-06  7.66604728e-07 
 0.00000000e+00  1.52353446e-06  8.26236217e-07 
 0.00000000e+00  1.52354019e-06  7.82418468e-07 
 1.80000000e+00  1.52355389e-06  8.02057912e-07 
 1.80000000e+00  1.52355568e-06  7.91949859e-07 
 0.00000000e+00  1.52353819e-06  8.45205335e-07 
 0.00000000e+00  1.52355773e-06  8.15849461e-07 
 1.80000000e+00  1.52354885e-06  8.54538840e-07 
 1.80000000e+00  1.52353894e-06  8.59199019e-07 
 0.00000000e+00  1.52354265e-06  9.55832249e-07 
 0.00000000e+00  1.52353617e-06  8.74786508e-07 
 1.80000000e+00  1.52355324e-06  8.86895933e-07 
 1.80000000e+00  1.52353644e-06  8.60336684e-07 
 0.00000000e+00  1.52353026e-06  9.10706945e-07 
 0.00000000e+00  1.52357694e-06  8.64478736e-07 
 1.80000000e+00  1.52350249e-06  8.93161797e-07 
 1.80000000e+00  1.52352391e-06  8.85496846e-07 
 0.00000000e+00  1.52353756e-06  9.62155156e-07 
 0.00000000e+00  1.52353500e-06  8.98808864e-07 
 1.80000000e+00  1.52355267e-06  9.19262547e-07 
 1.80000000e+00  1.52354359e-06  9.02045045e-07 
 0.00000000e+00  1.52355081e-06  9.65534127e-07 
 0.00000000e+00  1.52353412e-06  9.22657364e-07 
 1.80000000e+00  1.52354890e-06  9.67166898e-07 
 1.80000000e+00  1.52355220e-06  9.68070339e-07 
 0.00000000e+00  1.52356510e-06  1.07783231e-06 
 0.00000000e+00  1.52352111e-06  9.86568736e-07 
 1.80000000e+00  1.52354701e-06  1.00510724e-06 
 1.80000000e+00  1.52352165e-06  9.75562827e-07 
 0.00000000e+00  1.52352365e-06  1.04332813e-06 
 0.00000000e+00  1.52351029e-06  9.86863924e-07 
 1.80000000e+00  1.52354657e-06  1.03034554e-06 
 1.80000000e+00  1.52352624e-06  1.02337519e-06 
 0.00000000e+00  1.52352676e-06  1.13119606e-06 
 0.00000000e+00  1.52352068e-06  1.04838163e-06 
 1.80000000e+00  1.52354578e-06  1.08172134e-06 
 1.80000000e+00  1.52352328e-06  1.06003279e-06 
 0.00000000e+00  1.52354116e-06  1.15687247e-06 
 0.00000000e+00  1.52351640e-06  1.09881982e-06 
 1.80000000e+00  1.52353491e-06  1.16860262e-06 
 1.80000000e+00  1.52354166e-06  1.17468518e-06 
