 v1              i(Viin)         i(viout)       
 0.00000000e+00  1.50126461e-06  1.55608859e-11 
 0.00000000e+00  1.50125852e-06  2.60238508e-07 
 1.80000000e+00  1.50127856e-06  2.65163493e-07 
 1.80000000e+00  1.50125166e-06  3.19464775e-07 
 0.00000000e+00  1.50127069e-06  2.76158488e-07 
 0.00000000e+00  1.50124642e-06  3.50617725e-07 
 1.80000000e+00  1.50127691e-06  3.35521406e-07 
 1.80000000e+00  1.50126368e-06  3.60899932e-07 
 0.00000000e+00  1.50127255e-06  2.99244519e-07 
 0.00000000e+00  1.50124627e-06  3.81670148e-07 
 1.80000000e+00  1.50129014e-06  3.76532626e-07 
 1.80000000e+00  1.50127516e-06  4.08181947e-07 
 0.00000000e+00  1.50127183e-06  3.70217222e-07 
 0.00000000e+00  1.50125558e-06  4.20381809e-07 
 1.80000000e+00  1.50128585e-06  3.99793720e-07 
 1.80000000e+00  1.50127646e-06  4.14375521e-07 
 0.00000000e+00  1.50128628e-06  3.50073506e-07 
 0.00000000e+00  1.50127333e-06  4.31041883e-07 
 1.80000000e+00  1.50127853e-06  4.32501992e-07 
 1.80000000e+00  1.50127224e-06  4.63745508e-07 
 0.00000000e+00  1.50126668e-06  4.37276086e-07 
 0.00000000e+00  1.50129334e-06  4.81827186e-07 
 1.80000000e+00  1.50128579e-06  4.70479634e-07 
 1.80000000e+00  1.50126915e-06  4.86776088e-07 
 0.00000000e+00  1.50124704e-06  4.46254873e-07 
 0.00000000e+00  1.50127839e-06  4.98614881e-07 
 1.80000000e+00  1.50127353e-06  4.95148043e-07 
 1.80000000e+00  1.50127165e-06  5.16547388e-07 
 0.00000000e+00  1.50130153e-06  4.87952548e-07 
 0.00000000e+00  1.50129729e-06  5.22023129e-07 
 1.80000000e+00  1.50127082e-06  5.07998038e-07 
 1.80000000e+00  1.50128703e-06  5.18436536e-07 
 0.00000000e+00  1.50126758e-06  4.69683869e-07 
 0.00000000e+00  1.50127349e-06  5.33213367e-07 
 1.80000000e+00  1.50125523e-06  5.38969942e-07 
 1.80000000e+00  1.50125261e-06  5.63998825e-07 
 0.00000000e+00  1.50127215e-06  5.49169002e-07 
 0.00000000e+00  1.50129878e-06  5.82261421e-07 
 1.80000000e+00  1.50128450e-06  5.79212156e-07 
 1.80000000e+00  1.50128135e-06  5.93647329e-07 
 0.00000000e+00  1.50127849e-06  5.72560012e-07 
 0.00000000e+00  1.50126479e-06  6.07170335e-07 
 1.80000000e+00  1.50128137e-06  6.09733263e-07 
 1.80000000e+00  1.50126343e-06  6.25685573e-07 
 0.00000000e+00  1.50125294e-06  6.13752860e-07 
 0.00000000e+00  1.50127899e-06  6.35789590e-07 
 1.80000000e+00  1.50127501e-06  6.31775137e-07 
 1.80000000e+00  1.50130336e-06  6.40120746e-07 
 0.00000000e+00  1.50129874e-06  6.22701975e-07 
 0.00000000e+00  1.50128474e-06  6.54435084e-07 
 1.80000000e+00  1.50127985e-06  6.59772653e-07 
 1.80000000e+00  1.50126365e-06  6.73849172e-07 
 0.00000000e+00  1.50128011e-06  6.69819570e-07 
 0.00000000e+00  1.50129165e-06  6.86836884e-07 
 1.80000000e+00  1.50128282e-06  6.88639659e-07 
 1.80000000e+00  1.50127156e-06  6.97132549e-07 
 0.00000000e+00  1.50127950e-06  6.90368495e-07 
 0.00000000e+00  1.50125985e-06  7.10398538e-07 
 1.80000000e+00  1.50129367e-06  7.13494657e-07 
 1.80000000e+00  1.50128797e-06  7.23780957e-07 
 0.00000000e+00  1.50125878e-06  7.22976992e-07 
 0.00000000e+00  1.50127775e-06  7.35520928e-07 
 1.80000000e+00  1.50127246e-06  7.39307779e-07 
 1.80000000e+00  1.50128930e-06  7.47027656e-07 
 0.00000000e+00  1.50126560e-06  7.48183368e-07 
 0.00000000e+00  1.50127570e-06  7.61489972e-07 
 1.80000000e+00  1.50127183e-06  7.69399364e-07 
 1.80000000e+00  1.50127178e-06  7.76553890e-07 
 0.00000000e+00  1.50131540e-06  7.85001632e-07 
 0.00000000e+00  1.50125986e-06  7.90544789e-07 
 1.80000000e+00  1.50125865e-06  7.98630410e-07 
 1.80000000e+00  1.50128605e-06  8.04486689e-07 
 0.00000000e+00  1.50128294e-06  8.15567347e-07 
 0.00000000e+00  1.50130623e-06  8.16318902e-07 
 1.80000000e+00  1.50127002e-06  8.23643632e-07 
 1.80000000e+00  1.50128598e-06  8.28976155e-07 
 0.00000000e+00  1.50127718e-06  8.40288649e-07 
 0.00000000e+00  1.50128601e-06  8.41796322e-07 
 1.80000000e+00  1.50128551e-06  8.52413407e-07 
 1.80000000e+00  1.50128098e-06  8.58020400e-07 
 0.00000000e+00  1.50126834e-06  8.81472943e-07 
 0.00000000e+00  1.50127377e-06  8.70897779e-07 
 1.80000000e+00  1.50127416e-06  8.78538998e-07 
 1.80000000e+00  1.50127448e-06  8.78433269e-07 
 0.00000000e+00  1.50127794e-06  8.94876337e-07 
 0.00000000e+00  1.50127150e-06  8.88293215e-07 
 1.80000000e+00  1.50126183e-06  9.02317254e-07 
 1.80000000e+00  1.50129283e-06  9.05043436e-07 
 0.00000000e+00  1.50127639e-06  9.33130252e-07 
 0.00000000e+00  1.50127607e-06  9.18394250e-07 
 1.80000000e+00  1.50128444e-06  9.29709955e-07 
 1.80000000e+00  1.50126004e-06  9.28507461e-07 
 0.00000000e+00  1.50128419e-06  9.56117162e-07 
 0.00000000e+00  1.50129219e-06  9.46036465e-07 
 1.80000000e+00  1.50127281e-06  9.66849115e-07 
 1.80000000e+00  1.50129175e-06  9.72941706e-07 
 0.00000000e+00  1.50128886e-06  1.02499317e-06 
 0.00000000e+00  1.50127349e-06  9.85938115e-07 
 1.80000000e+00  1.50128764e-06  9.95734638e-07 
 1.80000000e+00  1.50129686e-06  9.84862680e-07 
 0.00000000e+00  1.50128287e-06  1.01302157e-06 
 0.00000000e+00  1.50126590e-06  9.90318796e-07 
 1.80000000e+00  1.50126810e-06  1.00923765e-06 
 1.80000000e+00  1.50126488e-06  1.00712028e-06 
 0.00000000e+00  1.50127094e-06  1.05099947e-06 
 0.00000000e+00  1.50125720e-06  1.01770715e-06 
 1.80000000e+00  1.50125994e-06  1.03184911e-06 
 1.80000000e+00  1.50126108e-06  1.02389575e-06 
 0.00000000e+00  1.50127677e-06  1.06238470e-06 
 0.00000000e+00  1.50126205e-06  1.03976147e-06 
 1.80000000e+00  1.50128105e-06  1.06766538e-06 
 1.80000000e+00  1.50128031e-06  1.06956746e-06 
 0.00000000e+00  1.50127808e-06  1.13757203e-06 
 0.00000000e+00  1.50128398e-06  1.08393098e-06 
 1.80000000e+00  1.50128085e-06  1.09590418e-06 
 1.80000000e+00  1.50126786e-06  1.08030662e-06 
 0.00000000e+00  1.50125591e-06  1.12203143e-06 
 0.00000000e+00  1.50125118e-06  1.08972499e-06 
 1.80000000e+00  1.50128712e-06  1.11777653e-06 
 1.80000000e+00  1.50127536e-06  1.11450649e-06 
 0.00000000e+00  1.50127472e-06  1.18479926e-06 
 0.00000000e+00  1.50126252e-06  1.13189866e-06 
 1.80000000e+00  1.50126442e-06  1.15410350e-06 
 1.80000000e+00  1.50126640e-06  1.14203814e-06 
 0.00000000e+00  1.50125577e-06  1.20487552e-06 
 0.00000000e+00  1.50128830e-06  1.16963200e-06 
 1.80000000e+00  1.50127144e-06  1.21551489e-06 
 1.80000000e+00  1.50126705e-06  1.22029240e-06 
