 v1              i(Viin)         i(viout)       
 0.00000000e+00  1.52794738e-06  1.25055521e-11 
 0.00000000e+00  1.52791118e-06  2.81680016e-07 
 1.80000000e+00  1.52795219e-06  2.86683601e-07 
 1.80000000e+00  1.52796255e-06  3.52815789e-07 
 0.00000000e+00  1.52796508e-06  2.98251649e-07 
 0.00000000e+00  1.52791301e-06  3.91983235e-07 
 1.80000000e+00  1.52797516e-06  3.70899485e-07 
 1.80000000e+00  1.52792514e-06  4.03953607e-07 
 0.00000000e+00  1.52792377e-06  3.24826061e-07 
 0.00000000e+00  1.52794884e-06  4.26802387e-07 
 1.80000000e+00  1.52794934e-06  4.21645510e-07 
 1.80000000e+00  1.52795037e-06  4.61658942e-07 
 0.00000000e+00  1.52791851e-06  4.09804571e-07 
 0.00000000e+00  1.52797455e-06  4.73864432e-07 
 1.80000000e+00  1.52794718e-06  4.46356296e-07 
 1.80000000e+00  1.52794294e-06  4.65252498e-07 
 0.00000000e+00  1.52796002e-06  3.79092825e-07 
 0.00000000e+00  1.52794705e-06  4.83600928e-07 
 1.80000000e+00  1.52798331e-06  4.84680541e-07 
 1.80000000e+00  1.52796490e-06  5.25466490e-07 
 0.00000000e+00  1.52795589e-06  4.87113809e-07 
 0.00000000e+00  1.52796572e-06  5.46633913e-07 
 1.80000000e+00  1.52792030e-06  5.31206155e-07 
 1.80000000e+00  1.52793370e-06  5.51130242e-07 
 0.00000000e+00  1.52796284e-06  4.91674029e-07 
 0.00000000e+00  1.52798199e-06  5.62767056e-07 
 1.80000000e+00  1.52792336e-06  5.56916788e-07 
 1.80000000e+00  1.52797057e-06  5.85555739e-07 
 0.00000000e+00  1.52793881e-06  5.41718123e-07 
 0.00000000e+00  1.52796871e-06  5.88892405e-07 
 1.80000000e+00  1.52795445e-06  5.65380731e-07 
 1.80000000e+00  1.52794931e-06  5.77191059e-07 
 0.00000000e+00  1.52797783e-06  5.03662420e-07 
 0.00000000e+00  1.52798380e-06  5.93043808e-07 
 1.80000000e+00  1.52794030e-06  5.98309228e-07 
 1.80000000e+00  1.52793800e-06  6.34027629e-07 
 0.00000000e+00  1.52793761e-06  6.07791961e-07 
 0.00000000e+00  1.52796731e-06  6.56494322e-07 
 1.80000000e+00  1.52798415e-06  6.48262173e-07 
 1.80000000e+00  1.52793608e-06  6.66478670e-07 
 0.00000000e+00  1.52794753e-06  6.27984875e-07 
 0.00000000e+00  1.52795580e-06  6.81794035e-07 
 1.80000000e+00  1.52795123e-06  6.80274141e-07 
 1.80000000e+00  1.52795812e-06  7.02752743e-07 
 0.00000000e+00  1.52794037e-06  6.79298637e-07 
 0.00000000e+00  1.52796974e-06  7.13600045e-07 
 1.80000000e+00  1.52796494e-06  7.01606950e-07 
 1.80000000e+00  1.52794132e-06  7.12802091e-07 
 0.00000000e+00  1.52797496e-06  6.73198841e-07 
 0.00000000e+00  1.52795086e-06  7.26189398e-07 
 1.80000000e+00  1.52798317e-06  7.29303949e-07 
 1.80000000e+00  1.52794243e-06  7.51366102e-07 
 0.00000000e+00  1.52798142e-06  7.35512032e-07 
 0.00000000e+00  1.52797456e-06  7.65814534e-07 
 1.80000000e+00  1.52794287e-06  7.60987561e-07 
 1.80000000e+00  1.52797175e-06  7.72531322e-07 
 0.00000000e+00  1.52793650e-06  7.48632004e-07 
 0.00000000e+00  1.52793423e-06  7.82812023e-07 
 1.80000000e+00  1.52792620e-06  7.82932432e-07 
 1.80000000e+00  1.52796612e-06  7.98621699e-07 
 0.00000000e+00  1.52794279e-06  7.81826003e-07 
 0.00000000e+00  1.52794365e-06  8.06943532e-07 
 1.80000000e+00  1.52795731e-06  7.99894821e-07 
 1.80000000e+00  1.52798403e-06  8.08643179e-07 
 0.00000000e+00  1.52795405e-06  7.81620798e-07 
 0.00000000e+00  1.52796521e-06  8.22944358e-07 
 1.80000000e+00  1.52796476e-06  8.30273422e-07 
 1.80000000e+00  1.52797895e-06  8.48623330e-07 
 0.00000000e+00  1.52793464e-06  8.44460629e-07 
 0.00000000e+00  1.52796542e-06  8.64655036e-07 
 1.80000000e+00  1.52796157e-06  8.67371213e-07 
