 v1              i(Viin)         i(Viout)       
 0.00000000e+00  1.50280557e-06  8.22808488e-12 
 0.00000000e+00  1.50278817e-06  2.26943300e-07 
 1.80000000e+00  1.50279966e-06  2.30622902e-07 
 1.80000000e+00  1.50278886e-06  2.66185793e-07 
 0.00000000e+00  1.50279800e-06  2.38633632e-07 
 0.00000000e+00  1.50280543e-06  2.86005744e-07 
 1.80000000e+00  1.50278686e-06  2.78998456e-07 
 1.80000000e+00  1.50280879e-06  2.94004906e-07 
 0.00000000e+00  1.50281731e-06  2.56224709e-07 
 0.00000000e+00  1.50281149e-06  3.07645394e-07 
 1.80000000e+00  1.50281568e-06  3.06581271e-07 
 1.80000000e+00  1.50280410e-06  3.25071341e-07 
 0.00000000e+00  1.50281161e-06  3.04178826e-07 
 0.00000000e+00  1.50278836e-06  3.34783081e-07 
 1.80000000e+00  1.50279513e-06  3.25139268e-07 
 1.80000000e+00  1.50280098e-06  3.34016363e-07 
 0.00000000e+00  1.50279475e-06  2.98683531e-07 
 0.00000000e+00  1.50279746e-06  3.45901100e-07 
 1.80000000e+00  1.50279476e-06  3.49043830e-07 
 1.80000000e+00  1.50281758e-06  3.65503112e-07 
 0.00000000e+00  1.50281890e-06  3.53221466e-07 
 0.00000000e+00  1.50281566e-06  3.77513544e-07 
 1.80000000e+00  1.50279966e-06  3.74989355e-07 
 1.80000000e+00  1.50280751e-06  3.84244146e-07 
 0.00000000e+00  1.50281814e-06  3.66498426e-07 
 0.00000000e+00  1.50282604e-06  3.93322765e-07 
 1.80000000e+00  1.50278767e-06  3.95837461e-07 
 1.80000000e+00  1.50280586e-06  4.06246144e-07 
 0.00000000e+00  1.50280026e-06  3.96944358e-07 
 0.00000000e+00  1.50281483e-06  4.14573705e-07 
 1.80000000e+00  1.50281126e-06  4.11197448e-07 
 1.80000000e+00  1.50282489e-06  4.17548137e-07 
 0.00000000e+00  1.50280555e-06  4.02820405e-07 
 0.00000000e+00  1.50280611e-06  4.30404469e-07 
 1.80000000e+00  1.50280542e-06  4.35313552e-07 
 1.80000000e+00  1.50280735e-06  4.47512505e-07 
 0.00000000e+00  1.50281066e-06  4.46764602e-07 
 0.00000000e+00  1.50281546e-06  4.59239871e-07 
 1.80000000e+00  1.50279688e-06  4.62251109e-07 
 1.80000000e+00  1.50280081e-06  4.70431374e-07 
 0.00000000e+00  1.50282979e-06  4.70070347e-07 
 0.00000000e+00  1.50280293e-06  4.81048119e-07 
 1.80000000e+00  1.50281058e-06  4.85728108e-07 
 1.80000000e+00  1.50280502e-06  4.92380224e-07 
 0.00000000e+00  1.50279575e-06  4.97184516e-07 
 0.00000000e+00  1.50282403e-06  5.02817926e-07 
 1.80000000e+00  1.50281353e-06  5.09999992e-07 
 1.80000000e+00  1.50282243e-06  5.15056158e-07 
 0.00000000e+00  1.50280475e-06  5.26110298e-07 
 0.00000000e+00  1.50279315e-06  5.28096066e-07 
 1.80000000e+00  1.50280120e-06  5.35103339e-07 
