 v1              i(Viin)         i(Viout)       
 0.00000000e+00  1.54876814e-06  1.37703182e-11 
 0.00000000e+00  1.54874267e-06  2.18757009e-07 
 1.80000000e+00  1.54875414e-06  2.21661949e-07 
 1.80000000e+00  1.54876132e-06  2.51704165e-07 
 0.00000000e+00  1.54877145e-06  2.29174546e-07 
 0.00000000e+00  1.54878283e-06  2.67959010e-07 
 1.80000000e+00  1.54876240e-06  2.62926548e-07 
 1.80000000e+00  1.54877361e-06  2.76248372e-07 
 0.00000000e+00  1.54878931e-06  2.45939717e-07 
 0.00000000e+00  1.54877857e-06  2.88001388e-07 
 1.80000000e+00  1.54877770e-06  2.87509039e-07 
 1.80000000e+00  1.54876666e-06  3.03524445e-07 
 0.00000000e+00  1.54878620e-06  2.87159878e-07 
 0.00000000e+00  1.54878626e-06  3.10683660e-07 
 1.80000000e+00  1.54876433e-06  3.04948244e-07 
 1.80000000e+00  1.54877446e-06  3.13037447e-07 
 0.00000000e+00  1.54875185e-06  2.87869071e-07 
 0.00000000e+00  1.54879660e-06  3.22023155e-07 
 1.80000000e+00  1.54877637e-06  3.26272470e-07 
 1.80000000e+00  1.54878281e-06  3.39506499e-07 
 0.00000000e+00  1.54877624e-06  3.32801122e-07 
 0.00000000e+00  1.54875313e-06  3.51121827e-07 
 1.80000000e+00  1.54878505e-06  3.49840889e-07 
 1.80000000e+00  1.54878508e-06  3.56834107e-07 
 0.00000000e+00  1.54877962e-06  3.48053774e-07 
 0.00000000e+00  1.54877729e-06  3.65961100e-07 
 1.80000000e+00  1.54878498e-06  3.69383429e-07 
 1.80000000e+00  1.54876848e-06  3.77394542e-07 
 0.00000000e+00  1.54875633e-06  3.75279257e-07 
 0.00000000e+00  1.54878187e-06  3.85431349e-07 
 1.80000000e+00  1.54874606e-06  3.88902677e-07 
 1.80000000e+00  1.54877212e-06  3.93621988e-07 
 0.00000000e+00  1.54879046e-06  3.92661292e-07 
 0.00000000e+00  1.54878236e-06  4.05119053e-07 
 1.80000000e+00  1.54876594e-06  4.10998709e-07 
 1.80000000e+00  1.54879872e-06  4.17269746e-07 
 0.00000000e+00  1.54874201e-06  4.24204245e-07 
 0.00000000e+00  1.54877085e-06  4.27669704e-07 
 1.80000000e+00  1.54874482e-06  4.34773312e-07 
 1.80000000e+00  1.54876712e-06  4.39156921e-07 
 0.00000000e+00  1.54878613e-06  4.49927569e-07 
 0.00000000e+00  1.54877021e-06  4.49267901e-07 
 1.80000000e+00  1.54877657e-06  4.55944942e-07 
 1.80000000e+00  1.54877038e-06  4.58005729e-07 
 0.00000000e+00  1.54877530e-06  4.71663895e-07 
 0.00000000e+00  1.54878057e-06  4.70408622e-07 
 1.80000000e+00  1.54876597e-06  4.81802616e-07 
 1.80000000e+00  1.54878808e-06  4.86289395e-07 
 0.00000000e+00  1.54876376e-06  5.12598461e-07 
 0.00000000e+00  1.54876859e-06  4.98886351e-07 
 1.80000000e+00  1.54877728e-06  5.06405797e-07 
 1.80000000e+00  1.54876520e-06  5.05101781e-07 
