 v1              i(Viin)         i(Viout)       
 0.00000000e+00  1.48830162e-06  1.52340363e-11 
 0.00000000e+00  1.48828667e-06  2.05356031e-07 
 1.80000000e+00  1.48828470e-06  2.07533418e-07 
 1.80000000e+00  1.48835196e-06  2.16473424e-07 
 0.00000000e+00  1.48830530e-06  2.10048540e-07 
 0.00000000e+00  1.48830650e-06  2.26101946e-07 
 1.80000000e+00  1.48830657e-06  2.24351879e-07 
 1.80000000e+00  1.48832600e-06  2.27393400e-07 
 0.00000000e+00  1.48830586e-06  2.18596028e-07 
 0.00000000e+00  1.48833386e-06  2.31499044e-07 
 1.80000000e+00  1.48830646e-06  2.33670320e-07 
 1.80000000e+00  1.48829729e-06  2.38104874e-07 
 0.00000000e+00  1.48829213e-06  2.35722851e-07 
 0.00000000e+00  1.48830188e-06  2.41019208e-07 
 1.80000000e+00  1.48830725e-06  2.40241050e-07 
 1.80000000e+00  1.48829834e-06  2.43033767e-07 
 0.00000000e+00  1.48828592e-06  2.39413353e-07 
 0.00000000e+00  1.48831619e-06  2.45535787e-07 
 1.80000000e+00  1.48828222e-06  2.49263607e-07 
 1.80000000e+00  1.48830061e-06  2.50405819e-07 
 0.00000000e+00  1.48833099e-06  2.49568288e-07 
 0.00000000e+00  1.48830729e-06  2.52785568e-07 
 1.80000000e+00  1.48829199e-06  2.55617181e-07 
 1.80000000e+00  1.48829785e-06  2.56609425e-07 
 0.00000000e+00  1.48832687e-06  2.58262574e-07 
 0.00000000e+00  1.48830944e-06  2.59372484e-07 
 1.80000000e+00  1.48832345e-06  2.60192522e-07 
 1.80000000e+00  1.48830275e-06  2.62414133e-07 
 0.00000000e+00  1.48832998e-06  2.65516832e-07 
 0.00000000e+00  1.48829760e-06  2.66558715e-07 
 1.80000000e+00  1.48829016e-06  2.71732191e-07 
 1.80000000e+00  1.48829843e-06  2.72458195e-07 
 0.00000000e+00  1.48827169e-06  2.91698129e-07 
 0.00000000e+00  1.48830235e-06  2.76454927e-07 
 1.80000000e+00  1.48832880e-06  2.76826853e-07 
 1.80000000e+00  1.48832103e-06  2.74739392e-07 
 0.00000000e+00  1.48829282e-06  2.84813595e-07 
 0.00000000e+00  1.48830330e-06  2.78444247e-07 
 1.80000000e+00  1.48828692e-06  2.83499787e-07 
 1.80000000e+00  1.48828685e-06  2.83110793e-07 
 0.00000000e+00  1.48829803e-06  2.96888800e-07 
 0.00000000e+00  1.48830127e-06  2.84683694e-07 
 1.80000000e+00  1.48828349e-06  2.90494143e-07 
 1.80000000e+00  1.48832750e-06  2.84508886e-07 
 0.00000000e+00  1.48829358e-06  2.98901369e-07 
 0.00000000e+00  1.48831195e-06  2.90053563e-07 
 1.80000000e+00  1.48828578e-06  3.00334008e-07 
 1.80000000e+00  1.48832578e-06  2.98006796e-07 
 0.00000000e+00  1.48829940e-06  3.31886540e-07 
 0.00000000e+00  1.48830818e-06  3.04220777e-07 
 1.80000000e+00  1.48830001e-06  3.09031108e-07 
 1.80000000e+00  1.48829415e-06  3.03068646e-07 
 0.00000000e+00  1.48828260e-06  3.20225453e-07 
 0.00000000e+00  1.48827579e-06  3.06621487e-07 
 1.80000000e+00  1.48828511e-06  3.16239280e-07 
 1.80000000e+00  1.48832346e-06  3.11878253e-07 
 0.00000000e+00  1.48827509e-06  3.51152110e-07 
 0.00000000e+00  1.48828612e-06  3.20982309e-07 
 1.80000000e+00  1.48832141e-06  3.28730465e-07 
 1.80000000e+00  1.48829956e-06  3.23010767e-07 
 0.00000000e+00  1.48829132e-06  3.58161500e-07 
 0.00000000e+00  1.48830701e-06  3.34886664e-07 
 1.80000000e+00  1.48829629e-06  3.61675461e-07 
 1.80000000e+00  1.48829873e-06  3.64381279e-07 
 0.00000000e+00  1.48826476e-06  4.88383307e-07 
 0.00000000e+00  1.48829470e-06  3.70571769e-07 
 1.80000000e+00  1.48828853e-06  3.76009751e-07 
 1.80000000e+00  1.48829311e-06  3.50899626e-07 
 0.00000000e+00  1.48827385e-06  3.88460677e-07 
 0.00000000e+00  1.48828948e-06  3.48035314e-07 
 1.80000000e+00  1.48828585e-06  3.63940870e-07 
 1.80000000e+00  1.48827568e-06  3.56091036e-07 
 0.00000000e+00  1.48829123e-06  4.13700192e-07 
 0.00000000e+00  1.48831072e-06  3.56516935e-07 
 1.80000000e+00  1.48830642e-06  3.67839448e-07 
 1.80000000e+00  1.48831570e-06  3.51542454e-07 
 0.00000000e+00  1.48828187e-06  3.93194043e-07 
 0.00000000e+00  1.48828407e-06  3.61056138e-07 
 1.80000000e+00  1.48827119e-06  3.86306880e-07 
 1.80000000e+00  1.48829644e-06  3.82055333e-07 
 0.00000000e+00  1.48828492e-06  4.76840981e-07 
 0.00000000e+00  1.48828186e-06  3.88033897e-07 
 1.80000000e+00  1.48830205e-06  3.97014347e-07 
 1.80000000e+00  1.48828652e-06  3.74557885e-07 
 0.00000000e+00  1.48827929e-06  4.18621980e-07 
 0.00000000e+00  1.48827919e-06  3.76791917e-07 
 1.80000000e+00  1.48827936e-06  3.99814923e-07 
 1.80000000e+00  1.48828199e-06  3.92586969e-07 
