 v1              i(Viin)         i(Viout)       
 0.00000000e+00  1.50406154e-06  6.18172180e-12 
 0.00000000e+00  1.50405607e-06  6.04540844e-08 
 1.80000000e+00  1.50406544e-06  6.60319728e-08 
 1.80000000e+00  1.50406985e-06  8.19744912e-08 
 0.00000000e+00  1.50407616e-06  7.91530823e-08 
 0.00000000e+00  1.50407017e-06  1.00014020e-07 
 1.80000000e+00  1.50408303e-06  1.03607022e-07 
 1.80000000e+00  1.50407228e-06  1.15821109e-07 
 0.00000000e+00  1.50406728e-06  1.12641473e-07 
 0.00000000e+00  1.50407884e-06  1.35093629e-07 
 1.80000000e+00  1.50407678e-06  1.42692173e-07 
 1.80000000e+00  1.50406964e-06  1.57016274e-07 
 0.00000000e+00  1.50408374e-06  1.58851847e-07 
 0.00000000e+00  1.50406292e-06  1.76505424e-07 
 1.80000000e+00  1.50407466e-06  1.82186412e-07 
 1.80000000e+00  1.50408821e-06  1.93732603e-07 
 0.00000000e+00  1.50410615e-06  1.93950825e-07 
 0.00000000e+00  1.50407008e-06  2.14875058e-07 
 1.80000000e+00  1.50408367e-06  2.24684840e-07 
 1.80000000e+00  1.50407830e-06  2.39350300e-07 
 0.00000000e+00  1.50407640e-06  2.44722798e-07 
 0.00000000e+00  1.50407258e-06  2.61691440e-07 
 1.80000000e+00  1.50408961e-06  2.69429322e-07 
 1.80000000e+00  1.50408483e-06  2.81550243e-07 
 0.00000000e+00  1.50409005e-06  2.85573122e-07 
 0.00000000e+00  1.50406359e-06  3.03041475e-07 
 1.80000000e+00  1.50409122e-06  3.12263140e-07 
 1.80000000e+00  1.50407893e-06  3.25376163e-07 
 0.00000000e+00  1.50410661e-06  3.31028048e-07 
 0.00000000e+00  1.50407640e-06  3.46032380e-07 
 1.80000000e+00  1.50411819e-06  3.53697374e-07 
 1.80000000e+00  1.50410582e-06  3.64955383e-07 
 0.00000000e+00  1.50408329e-06  3.69472986e-07 
 0.00000000e+00  1.50410438e-06  3.87012648e-07 
 1.80000000e+00  1.50410861e-06  3.97707154e-07 
 1.80000000e+00  1.50410898e-06  4.11543340e-07 
 0.00000000e+00  1.50408712e-06  4.19205321e-07 
 0.00000000e+00  1.50410980e-06  4.34384248e-07 
 1.80000000e+00  1.50409225e-06  4.43538596e-07 
 1.80000000e+00  1.50408862e-06  4.55601437e-07 
 0.00000000e+00  1.50409409e-06  4.62069934e-07 
 0.00000000e+00  1.50408525e-06  4.77594881e-07 
 1.80000000e+00  1.50411163e-06  4.87721849e-07 
 1.80000000e+00  1.50409791e-06  5.00146825e-07 
 0.00000000e+00  1.50411406e-06  5.07744076e-07 
 0.00000000e+00  1.50408712e-06  5.21537089e-07 
 1.80000000e+00  1.50409894e-06  5.30192139e-07 
 1.80000000e+00  1.50409365e-06  5.41439476e-07 
 0.00000000e+00  1.50411442e-06  5.47625191e-07 
 0.00000000e+00  1.50408144e-06  5.62678750e-07 
 1.80000000e+00  1.50413022e-06  5.72964183e-07 
 1.80000000e+00  1.50413053e-06  5.85490952e-07 
 0.00000000e+00  1.50409130e-06  5.93783099e-07 
 0.00000000e+00  1.50413099e-06  6.07303036e-07 
 1.80000000e+00  1.50408563e-06  6.16529249e-07 
 1.80000000e+00  1.50408742e-06  6.27799935e-07 
 0.00000000e+00  1.50412246e-06  6.35454853e-07 
 0.00000000e+00  1.50409179e-06  6.49051472e-07 
 1.80000000e+00  1.50409748e-06  6.58944828e-07 
 1.80000000e+00  1.50411804e-06  6.70649229e-07 
 0.00000000e+00  1.50412470e-06  6.78938918e-07 
 0.00000000e+00  1.50411849e-06  6.91343487e-07 
 1.80000000e+00  1.50410442e-06  7.00414816e-07 
 1.80000000e+00  1.50409012e-06  7.11172149e-07 
 0.00000000e+00  1.50410459e-06  7.17751206e-07 
 0.00000000e+00  1.50411750e-06  7.31376090e-07 
 1.80000000e+00  1.50413309e-06  7.42005682e-07 
 1.80000000e+00  1.50408556e-06  7.53793486e-07 
 0.00000000e+00  1.50410892e-06  7.63115040e-07 
 0.00000000e+00  1.50413331e-06  7.75478782e-07 
 1.80000000e+00  1.50409328e-06  7.85355184e-07 
 1.80000000e+00  1.50410457e-06  7.96386630e-07 
 0.00000000e+00  1.50410360e-06  8.05368643e-07 
 0.00000000e+00  1.50409275e-06  8.17436984e-07 
 1.80000000e+00  1.50412222e-06  8.27786593e-07 
 1.80000000e+00  1.50409363e-06  8.38745279e-07 
 0.00000000e+00  1.50411059e-06  8.48110446e-07 
 0.00000000e+00  1.50410575e-06  8.59389061e-07 
 1.80000000e+00  1.50410594e-06  8.69141047e-07 
 1.80000000e+00  1.50410606e-06  8.79594111e-07 
 0.00000000e+00  1.50409935e-06  8.88377329e-07 
 0.00000000e+00  1.50409211e-06  8.99700240e-07 
 1.80000000e+00  1.50409204e-06  9.09874160e-07 
 1.80000000e+00  1.50408835e-06  9.20563267e-07 
 0.00000000e+00  1.50411241e-06  9.30367705e-07 
 0.00000000e+00  1.50410076e-06  9.41041719e-07 
 1.80000000e+00  1.50409747e-06  9.50916629e-07 
 1.80000000e+00  1.50409591e-06  9.61232658e-07 
 0.00000000e+00  1.50409284e-06  9.70879057e-07 
 0.00000000e+00  1.50410067e-06  9.81141582e-07 
 1.80000000e+00  1.50410036e-06  9.91102056e-07 
 1.80000000e+00  1.50412268e-06  1.00122075e-06 
 0.00000000e+00  1.50410563e-06  1.01124719e-06 
 0.00000000e+00  1.50412286e-06  1.02110205e-06 
 1.80000000e+00  1.50408954e-06  1.03100885e-06 
 1.80000000e+00  1.50412295e-06  1.04114724e-06 
 0.00000000e+00  1.50409102e-06  1.05174544e-06 
 0.00000000e+00  1.50409717e-06  1.06078350e-06 
 1.80000000e+00  1.50410574e-06  1.07075613e-06 
 1.80000000e+00  1.50409644e-06  1.07989436e-06 
 0.00000000e+00  1.50409452e-06  1.09034954e-06 
 0.00000000e+00  1.50409318e-06  1.09887603e-06 
 1.80000000e+00  1.50410733e-06  1.10909158e-06 
 1.80000000e+00  1.50412742e-06  1.11827566e-06 
 0.00000000e+00  1.50409031e-06  1.12940303e-06 
 0.00000000e+00  1.50412642e-06  1.13708150e-06 
 1.80000000e+00  1.50410282e-06  1.14667185e-06 
 1.80000000e+00  1.50410494e-06  1.15508317e-06 
 0.00000000e+00  1.50409769e-06  1.16636795e-06 
 0.00000000e+00  1.50410229e-06  1.17356466e-06 
 1.80000000e+00  1.50408782e-06  1.18408659e-06 
 1.80000000e+00  1.50411458e-06  1.19298525e-06 
 0.00000000e+00  1.50410570e-06  1.20572315e-06 
 0.00000000e+00  1.50408816e-06  1.21011534e-06 
 1.80000000e+00  1.50411888e-06  1.21968922e-06 
 1.80000000e+00  1.50409671e-06  1.22575662e-06 
 0.00000000e+00  1.50408981e-06  1.23779280e-06 
 0.00000000e+00  1.50409562e-06  1.24162722e-06 
 1.80000000e+00  1.50411334e-06  1.25214200e-06 
 1.80000000e+00  1.50411703e-06  1.25862135e-06 
 0.00000000e+00  1.50411278e-06  1.27397985e-06 
 0.00000000e+00  1.50410302e-06  1.27343438e-06 
 1.80000000e+00  1.50410322e-06  1.28234738e-06 
 1.80000000e+00  1.50409640e-06  1.28556933e-06 
 0.00000000e+00  1.50411821e-06  1.30058676e-06 
 0.00000000e+00  1.50408961e-06  1.29882437e-06 
 1.80000000e+00  1.50409099e-06  1.31041584e-06 
 1.80000000e+00  1.50409264e-06  1.31476122e-06 
