 v1              i(Viin)         i(Viout)       
 0.00000000e+00  1.51901179e-06  1.52482471e-11 
 0.00000000e+00  1.51905185e-06  2.41809389e-07 
 1.80000000e+00  1.51899583e-06  2.48595768e-07 
 1.80000000e+00  1.51901700e-06  2.94137905e-07 
 0.00000000e+00  1.51901585e-06  2.57854680e-07 
 0.00000000e+00  1.51902441e-06  3.20616834e-07 
 1.80000000e+00  1.51901062e-06  3.09569415e-07 
 1.80000000e+00  1.51901264e-06  3.30810053e-07 
 0.00000000e+00  1.51901713e-06  2.79397767e-07 
 0.00000000e+00  1.51900873e-06  3.48849838e-07 
 1.80000000e+00  1.51901374e-06  3.46151424e-07 
 1.80000000e+00  1.51900805e-06  3.71912989e-07 
 0.00000000e+00  1.51902199e-06  3.40561968e-07 
 0.00000000e+00  1.51902572e-06  3.82253276e-07 
 1.80000000e+00  1.51900871e-06  3.68046344e-07 
 1.80000000e+00  1.51901556e-06  3.79819397e-07 
 0.00000000e+00  1.51900883e-06  3.27823258e-07 
 0.00000000e+00  1.51901736e-06  3.94878342e-07 
 1.80000000e+00  1.51900957e-06  3.97368311e-07 
 1.80000000e+00  1.51902215e-06  4.22736179e-07 
 0.00000000e+00  1.51901382e-06  4.01621719e-07 
 0.00000000e+00  1.51901759e-06  4.38963042e-07 
 1.80000000e+00  1.51901514e-06  4.31485574e-07 
 1.80000000e+00  1.51901185e-06  4.45252809e-07 
 0.00000000e+00  1.51902391e-06  4.13927225e-07 
 0.00000000e+00  1.51901790e-06  4.56002340e-07 
 1.80000000e+00  1.51901968e-06  4.55295677e-07 
 1.80000000e+00  1.51901263e-06  4.72366864e-07 
 0.00000000e+00  1.51902231e-06  4.51642649e-07 
 0.00000000e+00  1.51902267e-06  4.79283614e-07 
 1.80000000e+00  1.51902069e-06  4.69030113e-07 
 1.80000000e+00  1.51901006e-06  4.78486243e-07 
 0.00000000e+00  1.51903468e-06  4.42678726e-07 
 0.00000000e+00  1.51897680e-06  4.93214330e-07 
 1.80000000e+00  1.51903801e-06  4.97460050e-07 
 1.80000000e+00  1.51901943e-06  5.17391086e-07 
 0.00000000e+00  1.51901146e-06  5.08979142e-07 
 0.00000000e+00  1.51903363e-06  5.33625979e-07 
 1.80000000e+00  1.51903015e-06  5.33979943e-07 
 1.80000000e+00  1.51902647e-06  5.44985767e-07 
 0.00000000e+00  1.51903390e-06  5.32793450e-07 
 0.00000000e+00  1.51902161e-06  5.59149456e-07 
 1.80000000e+00  1.51902177e-06  5.62071193e-07 
 1.80000000e+00  1.51902755e-06  5.73695601e-07 
 0.00000000e+00  1.51902186e-06  5.69518505e-07 
 0.00000000e+00  1.51905373e-06  5.83985894e-07 
 1.80000000e+00  1.51902650e-06  5.85486461e-07 
 1.80000000e+00  1.51903258e-06  5.93196688e-07 
 0.00000000e+00  1.51904561e-06  5.85665205e-07 
 0.00000000e+00  1.51903706e-06  6.06499512e-07 
 1.80000000e+00  1.51904111e-06  6.11637205e-07 
 1.80000000e+00  1.51903377e-06  6.21839035e-07 
 0.00000000e+00  1.51901439e-06  6.24197284e-07 
 0.00000000e+00  1.51900872e-06  6.35692146e-07 
 1.80000000e+00  1.51901408e-06  6.39623764e-07 
 1.80000000e+00  1.51903485e-06  6.47411809e-07 
 0.00000000e+00  1.51904122e-06  6.51745722e-07 
 0.00000000e+00  1.51902486e-06  6.60217438e-07 
 1.80000000e+00  1.51901082e-06  6.67702295e-07 
 1.80000000e+00  1.51900990e-06  6.74143649e-07 
 0.00000000e+00  1.51904422e-06  6.81315299e-07 
 0.00000000e+00  1.51905979e-06  6.86656676e-07 
 1.80000000e+00  1.51905871e-06  6.97489483e-07 
 1.80000000e+00  1.51906964e-06  7.03357955e-07 
 0.00000000e+00  1.51902609e-06  7.22271309e-07 
 0.00000000e+00  1.51901128e-06  7.19763051e-07 
 1.80000000e+00  1.51901699e-06  7.27352258e-07 
 1.80000000e+00  1.51901027e-06  7.29825103e-07 
 0.00000000e+00  1.51901783e-06  7.43432352e-07 
