 v1              i(Viin)         i(Viout)       
 0.00000000e+00  1.48396650e-06  3.28270744e-12 
 0.00000000e+00  1.48396987e-06  5.80977257e-08 
 1.80000000e+00  1.48398063e-06  6.30677732e-08 
 1.80000000e+00  1.48398480e-06  7.74818716e-08 
 0.00000000e+00  1.48397082e-06  7.50382156e-08 
 0.00000000e+00  1.48398282e-06  9.34357018e-08 
 1.80000000e+00  1.48396721e-06  9.70059943e-08 
 1.80000000e+00  1.48397608e-06  1.07602759e-07 
 0.00000000e+00  1.48399933e-06  1.05537879e-07 
 0.00000000e+00  1.48399650e-06  1.25101920e-07 
 1.80000000e+00  1.48398602e-06  1.32276341e-07 
 1.80000000e+00  1.48397831e-06  1.44860238e-07 
 0.00000000e+00  1.48398336e-06  1.47615509e-07 
 0.00000000e+00  1.48399343e-06  1.62581458e-07 
 1.80000000e+00  1.48397556e-06  1.68817721e-07 
 1.80000000e+00  1.48397837e-06  1.79543463e-07 
 0.00000000e+00  1.48397899e-06  1.81942411e-07 
 0.00000000e+00  1.48398434e-06  1.99312495e-07 
 1.80000000e+00  1.48400196e-06  2.08657511e-07 
 1.80000000e+00  1.48398539e-06  2.21596721e-07 
 0.00000000e+00  1.48398885e-06  2.27972080e-07 
 0.00000000e+00  1.48398244e-06  2.42009548e-07 
 1.80000000e+00  1.48402438e-06  2.50201836e-07 
 1.80000000e+00  1.48399970e-06  2.61315066e-07 
 0.00000000e+00  1.48402567e-06  2.67687156e-07 
 0.00000000e+00  1.48399260e-06  2.81996677e-07 
 1.80000000e+00  1.48398641e-06  2.91470300e-07 
 1.80000000e+00  1.48402559e-06  3.02913548e-07 
 0.00000000e+00  1.48397810e-06  3.10430963e-07 
 0.00000000e+00  1.48401106e-06  3.22947727e-07 
 1.80000000e+00  1.48398775e-06  3.31574753e-07 
 1.80000000e+00  1.48399474e-06  3.42233207e-07 
 0.00000000e+00  1.48397324e-06  3.48309243e-07 
 0.00000000e+00  1.48402045e-06  3.62030221e-07 
 1.80000000e+00  1.48398930e-06  3.72286380e-07 
 1.80000000e+00  1.48398655e-06  3.84127958e-07 
 0.00000000e+00  1.48402935e-06  3.93049106e-07 
 0.00000000e+00  1.48398086e-06  4.05466295e-07 
 1.80000000e+00  1.48398681e-06  4.15024090e-07 
 1.80000000e+00  1.48399011e-06  4.26004320e-07 
 0.00000000e+00  1.48400493e-06  4.34937618e-07 
 0.00000000e+00  1.48398493e-06  4.47267325e-07 
 1.80000000e+00  1.48398203e-06  4.57309895e-07 
 1.80000000e+00  1.48401213e-06  4.68234688e-07 
 0.00000000e+00  1.48402170e-06  4.77515414e-07 
 0.00000000e+00  1.48398614e-06  4.88895367e-07 
 1.80000000e+00  1.48398621e-06  4.98599888e-07 
 1.80000000e+00  1.48399571e-06  5.09246121e-07 
 0.00000000e+00  1.48398980e-06  5.18191044e-07 
 0.00000000e+00  1.48402617e-06  5.29676470e-07 
 1.80000000e+00  1.48402537e-06  5.39973371e-07 
 1.80000000e+00  1.48399828e-06  5.50728686e-07 
 0.00000000e+00  1.48403088e-06  5.60628905e-07 
 0.00000000e+00  1.48399285e-06  5.71386707e-07 
 1.80000000e+00  1.48400169e-06  5.81563881e-07 
 1.80000000e+00  1.48398672e-06  5.92011759e-07 
 0.00000000e+00  1.48399472e-06  6.02415540e-07 
 0.00000000e+00  1.48399229e-06  6.12919692e-07 
 1.80000000e+00  1.48400192e-06  6.23248624e-07 
 1.80000000e+00  1.48397717e-06  6.33688614e-07 
 0.00000000e+00  1.48398225e-06  6.43929070e-07 
 0.00000000e+00  1.48400041e-06  6.54025172e-07 
 1.80000000e+00  1.48397722e-06  6.64564524e-07 
 1.80000000e+00  1.48399140e-06  6.75011805e-07 
 0.00000000e+00  1.48398753e-06  6.88178787e-07 
 0.00000000e+00  1.48400471e-06  6.97986152e-07 
 1.80000000e+00  1.48400495e-06  7.08367040e-07 
 1.80000000e+00  1.48399222e-06  7.18183003e-07 
 0.00000000e+00  1.48400470e-06  7.28903018e-07 
 0.00000000e+00  1.48399200e-06  7.38434068e-07 
 1.80000000e+00  1.48399197e-06  7.48814955e-07 
 1.80000000e+00  1.48400746e-06  7.58892071e-07 
 0.00000000e+00  1.48400463e-06  7.70303515e-07 
 0.00000000e+00  1.48399166e-06  7.79300066e-07 
 1.80000000e+00  1.48399156e-06  7.89528713e-07 
 1.80000000e+00  1.48399216e-06  7.99312019e-07 
 0.00000000e+00  1.48399141e-06  8.10282728e-07 
 0.00000000e+00  1.48399061e-06  8.19335327e-07 
 1.80000000e+00  1.48399311e-06  8.30140507e-07 
 1.80000000e+00  1.48399998e-06  8.39960734e-07 
 0.00000000e+00  1.48398488e-06  8.51550041e-07 
