 v1              i(Viin)         i(Viout)       
 0.00000000e+00  1.50662394e-06  1.12123644e-11 
 0.00000000e+00  1.50663578e-06  6.70152218e-08 
 1.80000000e+00  1.50664913e-06  7.19222584e-08 
 1.80000000e+00  1.50663037e-06  8.76572841e-08 
 0.00000000e+00  1.50661930e-06  8.42448600e-08 
 0.00000000e+00  1.50665371e-06  1.03271901e-07 
 1.80000000e+00  1.50662901e-06  1.06461314e-07 
 1.80000000e+00  1.50661535e-06  1.17376160e-07 
 0.00000000e+00  1.50661496e-06  1.14335890e-07 
 0.00000000e+00  1.50660616e-06  1.34681457e-07 
 1.80000000e+00  1.50658699e-06  1.41635141e-07 
 1.80000000e+00  1.50661240e-06  1.53812735e-07 
 0.00000000e+00  1.50658963e-06  1.56681594e-07 
 0.00000000e+00  1.50660633e-06  1.71664468e-07 
 1.80000000e+00  1.50658032e-06  1.77922317e-07 
 1.80000000e+00  1.50662566e-06  1.88322417e-07 
 0.00000000e+00  1.50662446e-06  1.91255140e-07 
 0.00000000e+00  1.50660851e-06  2.08392095e-07 
 1.80000000e+00  1.50660865e-06  2.17970396e-07 
 1.80000000e+00  1.50660192e-06  2.30721838e-07 
 0.00000000e+00  1.50660834e-06  2.38064757e-07 
 0.00000000e+00  1.50660965e-06  2.51784272e-07 
 1.80000000e+00  1.50663685e-06  2.60595627e-07 
 1.80000000e+00  1.50661524e-06  2.71984447e-07 
 0.00000000e+00  1.50660980e-06  2.80038890e-07 
 0.00000000e+00  1.50664233e-06  2.93481861e-07 
 1.80000000e+00  1.50658509e-06  3.03701967e-07 
 1.80000000e+00  1.50660040e-06  3.15262582e-07 
 0.00000000e+00  1.50662359e-06  3.24250976e-07 
 0.00000000e+00  1.50658544e-06  3.36514887e-07 
 1.80000000e+00  1.50663075e-06  3.46313257e-07 
 1.80000000e+00  1.50662724e-06  3.57367213e-07 
 0.00000000e+00  1.50659655e-06  3.65950896e-07 
 0.00000000e+00  1.50662521e-06  3.78407748e-07 
 1.80000000e+00  1.50662508e-06  3.89272387e-07 
 1.80000000e+00  1.50660699e-06  4.00739353e-07 
 0.00000000e+00  1.50662487e-06  4.11279117e-07 
 0.00000000e+00  1.50660678e-06  4.22799886e-07 
 1.80000000e+00  1.50660660e-06  4.33516632e-07 
 1.80000000e+00  1.50663522e-06  4.44559205e-07 
 0.00000000e+00  1.50662340e-06  4.55877853e-07 
 0.00000000e+00  1.50660814e-06  4.66997321e-07 
