 v1              i(Viin)         i(viout)       
 0.00000000e+00  1.49107716e-06  9.77706804e-12 
 0.00000000e+00  1.49108649e-06  2.03529595e-07 
 1.80000000e+00  1.49106282e-06  2.08093056e-07 
 1.80000000e+00  1.49109263e-06  2.35836950e-07 
 0.00000000e+00  1.49109589e-06  2.14406356e-07 
 0.00000000e+00  1.49107530e-06  2.53269377e-07 
 1.80000000e+00  1.49109651e-06  2.46913061e-07 
 1.80000000e+00  1.49109859e-06  2.59726164e-07 
 0.00000000e+00  1.49108504e-06  2.31216376e-07 
 0.00000000e+00  1.49110079e-06  2.70898141e-07 
 1.80000000e+00  1.49108634e-06  2.71604847e-07 
 1.80000000e+00  1.49113596e-06  2.83865234e-07 
 0.00000000e+00  1.49111605e-06  2.69743609e-07 
 0.00000000e+00  1.49112248e-06  2.91725783e-07 
 1.80000000e+00  1.49110055e-06  2.86962219e-07 
 1.80000000e+00  1.49110465e-06  2.94917101e-07 
 0.00000000e+00  1.49109637e-06  2.70027627e-07 
 0.00000000e+00  1.49108754e-06  3.05735000e-07 
 1.80000000e+00  1.49110043e-06  3.07392384e-07 
 1.80000000e+00  1.49109175e-06  3.21199735e-07 
 0.00000000e+00  1.49108621e-06  3.14248993e-07 
 0.00000000e+00  1.49111779e-06  3.30303891e-07 
 1.80000000e+00  1.49113990e-06  3.29114329e-07 
 1.80000000e+00  1.49111789e-06  3.36821103e-07 
 0.00000000e+00  1.49107650e-06  3.29464314e-07 
 0.00000000e+00  1.49109283e-06  3.46823924e-07 
 1.80000000e+00  1.49111793e-06  3.48201311e-07 
 1.80000000e+00  1.49110970e-06  3.56422277e-07 
 0.00000000e+00  1.49111311e-06  3.54157990e-07 
 0.00000000e+00  1.49107832e-06  3.65584498e-07 
 1.80000000e+00  1.49108197e-06  3.66673291e-07 
 1.80000000e+00  1.49108902e-06  3.72113860e-07 
 0.00000000e+00  1.49111743e-06  3.70627319e-07 
 0.00000000e+00  1.49110804e-06  3.82801019e-07 
 1.80000000e+00  1.49110105e-06  3.88403208e-07 
 1.80000000e+00  1.49109243e-06  3.94876253e-07 
 0.00000000e+00  1.49111743e-06  3.99957187e-07 
 0.00000000e+00  1.49109047e-06  4.04624814e-07 
 1.80000000e+00  1.49110883e-06  4.09850685e-07 
 1.80000000e+00  1.49109735e-06  4.14807573e-07 
 0.00000000e+00  1.49111703e-06  4.24765744e-07 
 0.00000000e+00  1.49109221e-06  4.26003822e-07 
 1.80000000e+00  1.49108250e-06  4.31737334e-07 
 1.80000000e+00  1.49111503e-06  4.34176997e-07 
 0.00000000e+00  1.49107650e-06  4.46537157e-07 
 0.00000000e+00  1.49108119e-06  4.46243448e-07 
 1.80000000e+00  1.49109147e-06  4.56524759e-07 
 1.80000000e+00  1.49109988e-06  4.59372259e-07 
 0.00000000e+00  1.49109155e-06  4.84098763e-07 
 0.00000000e+00  1.49109442e-06  4.71949747e-07 
 1.80000000e+00  1.49108841e-06  4.80109122e-07 
 1.80000000e+00  1.49109924e-06  4.78188298e-07 
 0.00000000e+00  1.49109785e-06  4.96782818e-07 
 0.00000000e+00  1.49110026e-06  4.87679628e-07 
 1.80000000e+00  1.49110593e-06  5.01472144e-07 
 1.80000000e+00  1.49111338e-06  5.04532778e-07 
 0.00000000e+00  1.49107051e-06  5.36102462e-07 
 0.00000000e+00  1.49108529e-06  5.18043393e-07 
 1.80000000e+00  1.49104321e-06  5.32218479e-07 
 1.80000000e+00  1.49109012e-06  5.28259079e-07 
 0.00000000e+00  1.49109221e-06  5.60994565e-07 
 0.00000000e+00  1.49110444e-06  5.47832556e-07 
 1.80000000e+00  1.49104859e-06  5.73702849e-07 
 1.80000000e+00  1.49109177e-06  5.78996747e-07 
 0.00000000e+00  1.49107710e-06  6.44468145e-07 
 0.00000000e+00  1.49108287e-06  5.93839687e-07 
 1.80000000e+00  1.49107113e-06  6.01531525e-07 
 1.80000000e+00  1.49107113e-06  5.85780484e-07 
 0.00000000e+00  1.49112238e-06  6.18160541e-07 
 0.00000000e+00  1.49108237e-06  5.90536914e-07 
 1.80000000e+00  1.49108180e-06  6.08726623e-07 
 1.80000000e+00  1.49107699e-06  6.05271651e-07 
 0.00000000e+00  1.49106437e-06  6.53647390e-07 
