 v1              i(Viin)         i(viout)       
 0.00000000e+00  1.53549887e-06  1.17665877e-11 
 0.00000000e+00  1.53548294e-06  2.19688104e-07 
 1.80000000e+00  1.53547359e-06  2.24078676e-07 
 1.80000000e+00  1.53548476e-06  2.59113520e-07 
 0.00000000e+00  1.53547367e-06  2.32848876e-07 
 0.00000000e+00  1.53547226e-06  2.79750182e-07 
 1.80000000e+00  1.53549932e-06  2.71225716e-07 
 1.80000000e+00  1.53549610e-06  2.87382193e-07 
 0.00000000e+00  1.53550579e-06  2.50445879e-07 
 0.00000000e+00  1.53550748e-06  3.01225100e-07 
 1.80000000e+00  1.53543917e-06  3.02993072e-07 
 1.80000000e+00  1.53548993e-06  3.19369647e-07 
 0.00000000e+00  1.53550431e-06  2.99157421e-07 
 0.00000000e+00  1.53547910e-06  3.29728266e-07 
 1.80000000e+00  1.53547953e-06  3.20729072e-07 
 1.80000000e+00  1.53549490e-06  3.29463504e-07 
 0.00000000e+00  1.53548788e-06  2.95967340e-07 
 0.00000000e+00  1.53547191e-06  3.42493806e-07 
 1.80000000e+00  1.53548915e-06  3.45398391e-07 
 1.80000000e+00  1.53551407e-06  3.61782099e-07 
 0.00000000e+00  1.53547232e-06  3.52037674e-07 
 0.00000000e+00  1.53548075e-06  3.75090650e-07 
 1.80000000e+00  1.53548039e-06  3.72958354e-07 
 1.80000000e+00  1.53551892e-06  3.81946194e-07 
 0.00000000e+00  1.53550930e-06  3.65819844e-07 
 0.00000000e+00  1.53549612e-06  3.91909722e-07 
 1.80000000e+00  1.53546203e-06  3.94774617e-07 
 1.80000000e+00  1.53550931e-06  4.04871216e-07 
 0.00000000e+00  1.53550458e-06  3.97235382e-07 
 0.00000000e+00  1.53550343e-06  4.13288745e-07 
 1.80000000e+00  1.53548037e-06  4.12325022e-07 
 1.80000000e+00  1.53548181e-06  4.19300903e-07 
 0.00000000e+00  1.53549504e-06  4.06969249e-07 
 0.00000000e+00  1.53550303e-06  4.31663523e-07 
 1.80000000e+00  1.53550826e-06  4.38048843e-07 
 1.80000000e+00  1.53548245e-06  4.49219868e-07 
 0.00000000e+00  1.53547492e-06  4.50000684e-07 
 0.00000000e+00  1.53550208e-06  4.61868083e-07 
 1.80000000e+00  1.53549323e-06  4.65681950e-07 
 1.80000000e+00  1.53549229e-06  4.73379487e-07 
 0.00000000e+00  1.53553054e-06  4.75442960e-07 
 0.00000000e+00  1.53549773e-06  4.84676818e-07 
 1.80000000e+00  1.53549890e-06  4.90303123e-07 
 1.80000000e+00  1.53548109e-06  4.96446560e-07 
 0.00000000e+00  1.53548775e-06  5.03382154e-07 
 0.00000000e+00  1.53550708e-06  5.08512912e-07 
 1.80000000e+00  1.53550221e-06  5.16422290e-07 
 1.80000000e+00  1.53552845e-06  5.21134524e-07 
 0.00000000e+00  1.53548945e-06  5.36106711e-07 
 0.00000000e+00  1.53545318e-06  5.34868391e-07 
 1.80000000e+00  1.53546894e-06  5.42347365e-07 
 1.80000000e+00  1.53546911e-06  5.45090089e-07 
 0.00000000e+00  1.53549986e-06  5.58103508e-07 
 0.00000000e+00  1.53548316e-06  5.56234198e-07 
 1.80000000e+00  1.53551437e-06  5.68354835e-07 
 1.80000000e+00  1.53552187e-06  5.71155510e-07 
 0.00000000e+00  1.53548352e-06  5.95059646e-07 
 0.00000000e+00  1.53549207e-06  5.85924226e-07 
 1.80000000e+00  1.53547117e-06  5.98155410e-07 
 1.80000000e+00  1.53547553e-06  5.98463956e-07 
 0.00000000e+00  1.53549010e-06  6.23924009e-07 
 0.00000000e+00  1.53549666e-06  6.16630729e-07 
 1.80000000e+00  1.53551417e-06  6.36530061e-07 
 1.80000000e+00  1.53547052e-06  6.44182848e-07 
 0.00000000e+00  1.53549577e-06  6.94207813e-07 
 0.00000000e+00  1.53548470e-06  6.60296678e-07 
 1.80000000e+00  1.53548490e-06  6.68458924e-07 
 1.80000000e+00  1.53548014e-06  6.58026963e-07 
 0.00000000e+00  1.53548807e-06  6.85267395e-07 
 0.00000000e+00  1.53547253e-06  6.65997092e-07 
 1.80000000e+00  1.53549927e-06  6.82378825e-07 
 1.80000000e+00  1.53548287e-06  6.80614278e-07 
 0.00000000e+00  1.53548631e-06  7.21011872e-07 
 0.00000000e+00  1.53551277e-06  6.91205074e-07 
 1.80000000e+00  1.53549286e-06  7.03565973e-07 
 1.80000000e+00  1.53547521e-06  6.98254325e-07 
 0.00000000e+00  1.53549257e-06  7.31999194e-07 
 0.00000000e+00  1.53547862e-06  7.12296412e-07 
 1.80000000e+00  1.53549900e-06  7.37545037e-07 
 1.80000000e+00  1.53549284e-06  7.38791073e-07 
 0.00000000e+00  1.53548504e-06  7.97399508e-07 
 0.00000000e+00  1.53550261e-06  7.52534987e-07 
 1.80000000e+00  1.53546848e-06  7.64626861e-07 
 1.80000000e+00  1.53549398e-06  7.49627361e-07 
 0.00000000e+00  1.53552024e-06  7.88186810e-07 
 0.00000000e+00  1.53550100e-06  7.61003136e-07 
 1.80000000e+00  1.53549496e-06  7.83820497e-07 
 1.80000000e+00  1.53552436e-06  7.82748927e-07 
 0.00000000e+00  1.53549271e-06  8.40639530e-07 
 0.00000000e+00  1.53548172e-06  7.98676226e-07 
 1.80000000e+00  1.53549153e-06  8.17816257e-07 
 1.80000000e+00  1.53546027e-06  8.07495226e-07 
 0.00000000e+00  1.53548838e-06  8.60009663e-07 
 0.00000000e+00  1.53546793e-06  8.31104344e-07 
 1.80000000e+00  1.53550241e-06  8.69485504e-07 
 1.80000000e+00  1.53547779e-06  8.73792345e-07 
 0.00000000e+00  1.53545187e-06  9.68318091e-07 
 0.00000000e+00  1.53547782e-06  8.90176238e-07 
 1.80000000e+00  1.53547734e-06  9.02042842e-07 
 1.80000000e+00  1.53549048e-06  8.75987951e-07 
 0.00000000e+00  1.53547199e-06  9.25936405e-07 
 0.00000000e+00  1.53549394e-06  8.81369814e-07 
 1.80000000e+00  1.53548802e-06  9.10646676e-07 
 1.80000000e+00  1.53546989e-06  9.01786620e-07 
 0.00000000e+00  1.53546343e-06  9.77376175e-07 
 0.00000000e+00  1.53551444e-06  9.14963607e-07 
 1.80000000e+00  1.53548125e-06  9.35588986e-07 
 1.80000000e+00  1.53548376e-06  9.18077504e-07 
 0.00000000e+00  1.53547305e-06  9.80985845e-07 
 0.00000000e+00  1.53546424e-06  9.40156056e-07 
 1.80000000e+00  1.53547222e-06  9.82735060e-07 
 1.80000000e+00  1.53548578e-06  9.84753399e-07 
 0.00000000e+00  1.53544529e-06  1.09047441e-06 
 0.00000000e+00  1.53551036e-06  1.00316369e-06 
 1.80000000e+00  1.53547458e-06  1.02050957e-06 
 1.80000000e+00  1.53544993e-06  9.91926768e-07 
 0.00000000e+00  1.53547936e-06  1.05904316e-06 
 0.00000000e+00  1.53546922e-06  1.00524653e-06 
 1.80000000e+00  1.53547494e-06  1.04587120e-06 
 1.80000000e+00  1.53546763e-06  1.04010628e-06 
 0.00000000e+00  1.53548503e-06  1.14630365e-06 
 0.00000000e+00  1.53546632e-06  1.06408827e-06 
 1.80000000e+00  1.53547721e-06  1.09741138e-06 
 1.80000000e+00  1.53546517e-06  1.07589314e-06 
 0.00000000e+00  1.53546459e-06  1.17038685e-06 
 0.00000000e+00  1.53541905e-06  1.11285142e-06 
 1.80000000e+00  1.53547164e-06  1.18228168e-06 
 1.80000000e+00  1.53546731e-06  1.18864668e-06 
