 v1              i(Viin)         i(Viout)       
 0.00000000e+00  1.52432921e-06  6.01119154e-12 
 0.00000000e+00  1.52433596e-06  5.97079151e-08 
 1.80000000e+00  1.52432998e-06  6.53633947e-08 
 1.80000000e+00  1.52433339e-06  8.03813975e-08 
 0.00000000e+00  1.52433028e-06  7.84067140e-08 
 0.00000000e+00  1.52433518e-06  9.76172174e-08 
 1.80000000e+00  1.52433078e-06  1.01708295e-07 
 1.80000000e+00  1.52434026e-06  1.13067074e-07 
 0.00000000e+00  1.52433982e-06  1.11601238e-07 
 0.00000000e+00  1.52435912e-06  1.31668003e-07 
 1.80000000e+00  1.52433061e-06  1.39847231e-07 
 1.80000000e+00  1.52432688e-06  1.53090355e-07 
 0.00000000e+00  1.52432604e-06  1.57018874e-07 
 0.00000000e+00  1.52434377e-06  1.72594667e-07 
 1.80000000e+00  1.52434813e-06  1.79636615e-07 
 1.80000000e+00  1.52432295e-06  1.91092383e-07 
 0.00000000e+00  1.52434443e-06  1.95077007e-07 
 0.00000000e+00  1.52437023e-06  2.12610175e-07 
 1.80000000e+00  1.52433013e-06  2.23142635e-07 
 1.80000000e+00  1.52432429e-06  2.36491815e-07 
 0.00000000e+00  1.52432867e-06  2.44079317e-07 
 0.00000000e+00  1.52436913e-06  2.58556398e-07 
 1.80000000e+00  1.52433455e-06  2.67923582e-07 
 1.80000000e+00  1.52434411e-06  2.79775918e-07 
 0.00000000e+00  1.52433947e-06  2.86636450e-07 
 0.00000000e+00  1.52436991e-06  3.01248392e-07 
 1.80000000e+00  1.52435356e-06  3.11534322e-07 
 1.80000000e+00  1.52433175e-06  3.23749745e-07 
 0.00000000e+00  1.52437038e-06  3.32222839e-07 
 0.00000000e+00  1.52433387e-06  3.45456314e-07 
 1.80000000e+00  1.52433393e-06  3.55036789e-07 
 1.80000000e+00  1.52433101e-06  3.66304960e-07 
 0.00000000e+00  1.52434159e-06  3.73425777e-07 
 0.00000000e+00  1.52433424e-06  3.87615486e-07 
 1.80000000e+00  1.52434440e-06  3.98648339e-07 
 1.80000000e+00  1.52433443e-06  4.11143091e-07 
 0.00000000e+00  1.52436276e-06  4.21003747e-07 
 0.00000000e+00  1.52433583e-06  4.33931291e-07 
 1.80000000e+00  1.52432795e-06  4.44394075e-07 
 1.80000000e+00  1.52433269e-06  4.55754005e-07 
 0.00000000e+00  1.52433078e-06  4.65376985e-07 
 0.00000000e+00  1.52432814e-06  4.78061551e-07 
 1.80000000e+00  1.52435384e-06  4.88806165e-07 
 1.80000000e+00  1.52433141e-06  5.00403488e-07 
 0.00000000e+00  1.52435054e-06  5.10749416e-07 
 0.00000000e+00  1.52432830e-06  5.22593055e-07 
 1.80000000e+00  1.52433643e-06  5.33187077e-07 
 1.80000000e+00  1.52433163e-06  5.44378224e-07 
 0.00000000e+00  1.52433676e-06  5.54772143e-07 
 0.00000000e+00  1.52434555e-06  5.66678253e-07 
 1.80000000e+00  1.52435143e-06  5.77710750e-07 
 1.80000000e+00  1.52433850e-06  5.88984065e-07 
 0.00000000e+00  1.52433684e-06  5.99887002e-07 
 0.00000000e+00  1.52432903e-06  6.11197208e-07 
 1.80000000e+00  1.52436047e-06  6.22066153e-07 
 1.80000000e+00  1.52437011e-06  6.33038582e-07 
 0.00000000e+00  1.52437009e-06  6.43901515e-07 
 0.00000000e+00  1.52433278e-06  6.54837535e-07 
 1.80000000e+00  1.52433857e-06  6.65891164e-07 
 1.80000000e+00  1.52433977e-06  6.76619919e-07 
 0.00000000e+00  1.52434722e-06  6.88020350e-07 
 0.00000000e+00  1.52432775e-06  6.98731398e-07 
 1.80000000e+00  1.52433989e-06  7.09943947e-07 
 1.80000000e+00  1.52431848e-06  7.20833711e-07 
 0.00000000e+00  1.52434002e-06  7.33539764e-07 
 0.00000000e+00  1.52432867e-06  7.43667215e-07 
 1.80000000e+00  1.52436934e-06  7.54653229e-07 
 1.80000000e+00  1.52433578e-06  7.64956198e-07 
 0.00000000e+00  1.52433443e-06  7.76541981e-07 
 0.00000000e+00  1.52432941e-06  7.86359934e-07 
 1.80000000e+00  1.52434314e-06  7.97575893e-07 
 1.80000000e+00  1.52432491e-06  8.07848366e-07 
 0.00000000e+00  1.52432638e-06  8.19846264e-07 
 0.00000000e+00  1.52433471e-06  8.29259761e-07 
 1.80000000e+00  1.52434259e-06  8.40138625e-07 
 1.80000000e+00  1.52436647e-06  8.50234954e-07 
 0.00000000e+00  1.52433047e-06  8.62186155e-07 
 0.00000000e+00  1.52436614e-06  8.71586749e-07 
 1.80000000e+00  1.52433596e-06  8.82974561e-07 
 1.80000000e+00  1.52433292e-06  8.93316980e-07 
 0.00000000e+00  1.52435969e-06  9.06234803e-07 
 0.00000000e+00  1.52432485e-06  9.14567863e-07 
 1.80000000e+00  1.52433004e-06  9.25265894e-07 
 1.80000000e+00  1.52433543e-06  9.34600791e-07 
 0.00000000e+00  1.52433541e-06  9.46829033e-07 
 0.00000000e+00  1.52433513e-06  9.55261129e-07 
 1.80000000e+00  1.52433460e-06  9.66716044e-07 
 1.80000000e+00  1.52432449e-06  9.76523452e-07 
 0.00000000e+00  1.52433480e-06  9.89424038e-07 
 0.00000000e+00  1.52433148e-06  9.97123990e-07 
 1.80000000e+00  1.52432535e-06  1.00800499e-06 
 1.80000000e+00  1.52432382e-06  1.01731308e-06 
 0.00000000e+00  1.52432999e-06  1.03009378e-06 
 0.00000000e+00  1.52436342e-06  1.03838897e-06 
 1.80000000e+00  1.52432229e-06  1.05022626e-06 
 1.80000000e+00  1.52432553e-06  1.06012851e-06 
