 v1              i(Viin)         i(Viout)       
 0.00000000e+00  1.47807102e-06  8.51230197e-12 
 0.00000000e+00  1.47806305e-06  6.29394208e-08 
 1.80000000e+00  1.47807381e-06  6.87748667e-08 
 1.80000000e+00  1.47807900e-06  8.68684253e-08 
 0.00000000e+00  1.47809272e-06  8.22228969e-08 
 0.00000000e+00  1.47808509e-06  1.06599117e-07 
 1.80000000e+00  1.47810141e-06  1.09481064e-07 
 1.80000000e+00  1.47808536e-06  1.23199385e-07 
 0.00000000e+00  1.47807540e-06  1.16444085e-07 
 0.00000000e+00  1.47808782e-06  1.43530713e-07 
 1.80000000e+00  1.47808259e-06  1.50625610e-07 
 1.80000000e+00  1.47811445e-06  1.66787274e-07 
 0.00000000e+00  1.47808014e-06  1.65414534e-07 
 0.00000000e+00  1.47811408e-06  1.86306636e-07 
 1.80000000e+00  1.47810780e-06  1.90016394e-07 
 1.80000000e+00  1.47809487e-06  2.02410575e-07 
 0.00000000e+00  1.47807900e-06  1.98345191e-07 
 0.00000000e+00  1.47809152e-06  2.24625509e-07 
 1.80000000e+00  1.47811109e-06  2.34021599e-07 
 1.80000000e+00  1.47808950e-06  2.51377855e-07 
 0.00000000e+00  1.47811856e-06  2.52836657e-07 
 0.00000000e+00  1.47812051e-06  2.73805171e-07 
 1.80000000e+00  1.47809829e-06  2.79804652e-07 
 1.80000000e+00  1.47812276e-06  2.92974846e-07 
 0.00000000e+00  1.47812726e-06  2.91564035e-07 
 0.00000000e+00  1.47812468e-06  3.13962502e-07 
 1.80000000e+00  1.47812899e-06  3.21975591e-07 
 1.80000000e+00  1.47813381e-06  3.36904847e-07 
 0.00000000e+00  1.47812960e-06  3.37915679e-07 
 0.00000000e+00  1.47813260e-06  3.56339001e-07 
 1.80000000e+00  1.47813375e-06  3.61037152e-07 
 1.80000000e+00  1.47810547e-06  3.72599771e-07 
 0.00000000e+00  1.47813646e-06  3.70350818e-07 
 0.00000000e+00  1.47814097e-06  3.94051156e-07 
 1.80000000e+00  1.47810831e-06  4.04381339e-07 
 1.80000000e+00  1.47813950e-06  4.21025760e-07 
 0.00000000e+00  1.47813424e-06  4.24861810e-07 
 0.00000000e+00  1.47812243e-06  4.44464092e-07 
 1.80000000e+00  1.47811465e-06  4.51672690e-07 
 1.80000000e+00  1.47814157e-06  4.65005712e-07 
 0.00000000e+00  1.47811461e-06  4.65975901e-07 
 0.00000000e+00  1.47811315e-06  4.86858440e-07 
 1.80000000e+00  1.47812499e-06  4.95603416e-07 
 1.80000000e+00  1.47814909e-06  5.10133248e-07 
 0.00000000e+00  1.47811607e-06  5.13070944e-07 
 0.00000000e+00  1.47815083e-06  5.30586107e-07 
 1.80000000e+00  1.47815174e-06  5.36473962e-07 
 1.80000000e+00  1.47812775e-06  5.48210778e-07 
 0.00000000e+00  1.47815178e-06  5.49256896e-07 
 0.00000000e+00  1.47814839e-06  5.69896287e-07 
 1.80000000e+00  1.47814943e-06  5.79540284e-07 
 1.80000000e+00  1.47812104e-06  5.94247837e-07 
 0.00000000e+00  1.47815101e-06  5.98438660e-07 
 0.00000000e+00  1.47812511e-06  6.15854916e-07 
 1.80000000e+00  1.47813790e-06  6.22926493e-07 
 1.80000000e+00  1.47812501e-06  6.34928867e-07 
 0.00000000e+00  1.47815833e-06  6.36732850e-07 
 0.00000000e+00  1.47815914e-06  6.55130691e-07 
 1.80000000e+00  1.47815588e-06  6.63531893e-07 
 1.80000000e+00  1.47815651e-06  6.76550826e-07 
 0.00000000e+00  1.47814251e-06  6.80073384e-07 
 0.00000000e+00  1.47816093e-06  6.95742571e-07 
 1.80000000e+00  1.47814047e-06  7.01592811e-07 
 1.80000000e+00  1.47816559e-06  7.12429383e-07 
 0.00000000e+00  1.47813920e-06  7.14903834e-07 
 0.00000000e+00  1.47815265e-06  7.34593655e-07 
 1.80000000e+00  1.47813438e-06  7.44832107e-07 
 1.80000000e+00  1.47814498e-06  7.59544108e-07 
 0.00000000e+00  1.47813772e-06  7.65302630e-07 
 0.00000000e+00  1.47813986e-06  7.81930424e-07 
 1.80000000e+00  1.47814062e-06  7.89962854e-07 
 1.80000000e+00  1.47813567e-06  8.02226737e-07 
 0.00000000e+00  1.47816456e-06  8.05987753e-07 
 0.00000000e+00  1.47814365e-06  8.23226713e-07 
 1.80000000e+00  1.47817835e-06  8.32332873e-07 
 1.80000000e+00  1.47817126e-06  8.45408238e-07 
 0.00000000e+00  1.47813438e-06  8.50367670e-07 
 0.00000000e+00  1.47816035e-06  8.65192433e-07 
 1.80000000e+00  1.47817087e-06  8.72345041e-07 
 1.80000000e+00  1.47813710e-06  8.83126546e-07 
 0.00000000e+00  1.47816307e-06  8.87271298e-07 
 0.00000000e+00  1.47813820e-06  9.04070362e-07 
 1.80000000e+00  1.47813882e-06  9.13531750e-07 
 1.80000000e+00  1.47817065e-06  9.26319345e-07 
 0.00000000e+00  1.47814045e-06  9.32298931e-07 
 0.00000000e+00  1.47817202e-06  9.46645827e-07 
 1.80000000e+00  1.47817271e-06  9.54341758e-07 
 1.80000000e+00  1.47817990e-06  9.65314243e-07 
 0.00000000e+00  1.47818284e-06  9.69822864e-07 
 0.00000000e+00  1.47815149e-06  9.84396053e-07 
 1.80000000e+00  1.47815202e-06  9.92988291e-07 
 1.80000000e+00  1.47815555e-06  1.00447789e-06 
 0.00000000e+00  1.47814532e-06  1.01013369e-06 
 0.00000000e+00  1.47815672e-06  1.02281153e-06 
 1.80000000e+00  1.47814311e-06  1.03000873e-06 
 1.80000000e+00  1.47816272e-06  1.03993331e-06 
 0.00000000e+00  1.47818536e-06  1.04442285e-06 
 0.00000000e+00  1.47818147e-06  1.05874445e-06 
 1.80000000e+00  1.47818209e-06  1.06807882e-06 
 1.80000000e+00  1.47819004e-06  1.07956240e-06 
 0.00000000e+00  1.47815415e-06  1.08629082e-06 
 0.00000000e+00  1.47815181e-06  1.09856924e-06 
 1.80000000e+00  1.47818784e-06  1.10689942e-06 
 1.80000000e+00  1.47819806e-06  1.11676863e-06 
 0.00000000e+00  1.47819910e-06  1.12333807e-06 
 0.00000000e+00  1.47817116e-06  1.13490493e-06 
 1.80000000e+00  1.47817164e-06  1.14343136e-06 
 1.80000000e+00  1.47819814e-06  1.15329516e-06 
 0.00000000e+00  1.47819121e-06  1.16071379e-06 
 0.00000000e+00  1.47819577e-06  1.17056530e-06 
 1.80000000e+00  1.47819631e-06  1.17874815e-06 
