 v1              i(Viin)         i(Viout)       
 0.00000000e+00  1.50818724e-06  7.02016223e-12 
 0.00000000e+00  1.50818948e-06  6.02189374e-08 
 1.80000000e+00  1.50820998e-06  6.57370691e-08 
 1.80000000e+00  1.50820515e-06  8.20986656e-08 
 0.00000000e+00  1.50820284e-06  7.92446428e-08 
 0.00000000e+00  1.50821208e-06  1.00431279e-07 
 1.80000000e+00  1.50821472e-06  1.04198108e-07 
 1.80000000e+00  1.50819991e-06  1.16706047e-07 
 0.00000000e+00  1.50820391e-06  1.13378945e-07 
 0.00000000e+00  1.50820896e-06  1.36488254e-07 
 1.80000000e+00  1.50823905e-06  1.43804641e-07 
 1.80000000e+00  1.50821045e-06  1.58783934e-07 
 0.00000000e+00  1.50821524e-06  1.60329776e-07 
 0.00000000e+00  1.50821262e-06  1.78334972e-07 
 1.80000000e+00  1.50821242e-06  1.84002189e-07 
 1.80000000e+00  1.50824131e-06  1.95608308e-07 
 0.00000000e+00  1.50821617e-06  1.95443945e-07 
 0.00000000e+00  1.50820503e-06  2.17062436e-07 
 1.80000000e+00  1.50822070e-06  2.26857395e-07 
 1.80000000e+00  1.50824919e-06  2.42025735e-07 
 0.00000000e+00  1.50822211e-06  2.47063241e-07 
 0.00000000e+00  1.50822004e-06  2.64569962e-07 
 1.80000000e+00  1.50821664e-06  2.72233720e-07 
 1.80000000e+00  1.50822359e-06  2.84665475e-07 
 0.00000000e+00  1.50824753e-06  2.88134558e-07 
 0.00000000e+00  1.50824797e-06  3.06412986e-07 
 1.80000000e+00  1.50822723e-06  3.15556292e-07 
 1.80000000e+00  1.50821468e-06  3.29017297e-07 
 0.00000000e+00  1.50822426e-06  3.34163488e-07 
 0.00000000e+00  1.50821578e-06  3.49630653e-07 
 1.80000000e+00  1.50822103e-06  3.57125330e-07 
 1.80000000e+00  1.50822996e-06  3.68530465e-07 
 0.00000000e+00  1.50822456e-06  3.71776991e-07 
 0.00000000e+00  1.50822112e-06  3.90241496e-07 
 1.80000000e+00  1.50822151e-06  4.01001984e-07 
 1.80000000e+00  1.50822764e-06  4.15417858e-07 
 0.00000000e+00  1.50822069e-06  4.22504471e-07 
 0.00000000e+00  1.50822701e-06  4.38411135e-07 
 1.80000000e+00  1.50825442e-06  4.47450560e-07 
 1.80000000e+00  1.50822509e-06  4.59602731e-07 
 0.00000000e+00  1.50821950e-06  4.65670581e-07 
 0.00000000e+00  1.50822337e-06  4.82095189e-07 
 1.80000000e+00  1.50822553e-06  4.91909802e-07 
 1.80000000e+00  1.50822561e-06  5.04952112e-07 
 0.00000000e+00  1.50823103e-06  5.11859696e-07 
 0.00000000e+00  1.50823221e-06  5.26282733e-07 
 1.80000000e+00  1.50823670e-06  5.34675237e-07 
 1.80000000e+00  1.50821912e-06  5.46021468e-07 
 0.00000000e+00  1.50822797e-06  5.51507298e-07 
 0.00000000e+00  1.50823972e-06  5.67441603e-07 
 1.80000000e+00  1.50824005e-06  5.77882759e-07 
 1.80000000e+00  1.50824943e-06  5.90960312e-07 
 0.00000000e+00  1.50824317e-06  5.98591910e-07 
 0.00000000e+00  1.50823096e-06  6.12653579e-07 
 1.80000000e+00  1.50822346e-06  6.21690518e-07 
 1.80000000e+00  1.50823241e-06  6.33269252e-07 
 0.00000000e+00  1.50822175e-06  6.40211738e-07 
 0.00000000e+00  1.50823231e-06  6.54715180e-07 
 1.80000000e+00  1.50823540e-06  6.64565619e-07 
 1.80000000e+00  1.50823375e-06  6.76530775e-07 
 0.00000000e+00  1.50823803e-06  6.84130669e-07 
 0.00000000e+00  1.50824088e-06  6.97274274e-07 
 1.80000000e+00  1.50822193e-06  7.05968731e-07 
 1.80000000e+00  1.50822306e-06  7.16782665e-07 
 0.00000000e+00  1.50823293e-06  7.24503906e-07 
 0.00000000e+00  1.50823747e-06  7.39072846e-07 
 1.80000000e+00  1.50824530e-06  7.49664025e-07 
 1.80000000e+00  1.50823547e-06  7.62140957e-07 
 0.00000000e+00  1.50822328e-06  7.70875801e-07 
 0.00000000e+00  1.50824546e-06  7.84026000e-07 
 1.80000000e+00  1.50822969e-06  7.93658131e-07 
 1.80000000e+00  1.50822744e-06  8.04845996e-07 
 0.00000000e+00  1.50824361e-06  8.13370107e-07 
 0.00000000e+00  1.50825111e-06  8.26527938e-07 
 1.80000000e+00  1.50824900e-06  8.36563501e-07 
 1.80000000e+00  1.50824232e-06  8.47871334e-07 
 0.00000000e+00  1.50823171e-06  8.56747377e-07 
 0.00000000e+00  1.50822903e-06  8.68600239e-07 
 1.80000000e+00  1.50826951e-06  8.78148299e-07 
 1.80000000e+00  1.50823132e-06  8.88670812e-07 
 0.00000000e+00  1.50823638e-06  8.96759033e-07 
 0.00000000e+00  1.50823045e-06  9.09071431e-07 
 1.80000000e+00  1.50824638e-06  9.19252301e-07 
 1.80000000e+00  1.50823188e-06  9.30285111e-07 
 0.00000000e+00  1.50822744e-06  9.39544094e-07 
 0.00000000e+00  1.50827041e-06  9.50902773e-07 
 1.80000000e+00  1.50827091e-06  9.60552143e-07 
 1.80000000e+00  1.50827120e-06  9.71042525e-07 
 0.00000000e+00  1.50824793e-06  9.80260552e-07 
 0.00000000e+00  1.50824073e-06  9.91322722e-07 
 1.80000000e+00  1.50824077e-06  1.00114775e-06 
 1.80000000e+00  1.50825045e-06  1.01150950e-06 
 0.00000000e+00  1.50825879e-06  1.02110812e-06 
