 v1              i(Viin)         i(viout)       
 0.00000000e+00  1.48361349e-06  1.80477855e-11 
 0.00000000e+00  1.48362082e-06  2.21782159e-07 
 1.80000000e+00  1.48364502e-06  2.25025190e-07 
 1.80000000e+00  1.48360957e-06  2.62525617e-07 
 0.00000000e+00  1.48362594e-06  2.34767441e-07 
 0.00000000e+00  1.48363094e-06  2.82287672e-07 
 1.80000000e+00  1.48362754e-06  2.74933313e-07 
 1.80000000e+00  1.48360378e-06  2.91912173e-07 
 0.00000000e+00  1.48364818e-06  2.52679030e-07 
 0.00000000e+00  1.48361792e-06  3.05125212e-07 
 1.80000000e+00  1.48360775e-06  3.04756895e-07 
 1.80000000e+00  1.48364191e-06  3.22764635e-07 
 0.00000000e+00  1.48360897e-06  3.03072753e-07 
 0.00000000e+00  1.48364025e-06  3.31591636e-07 
 1.80000000e+00  1.48362797e-06  3.22768756e-07 
 1.80000000e+00  1.48363593e-06  3.31930465e-07 
 0.00000000e+00  1.48362771e-06  2.97593303e-07 
 0.00000000e+00  1.48364788e-06  3.43866319e-07 
 1.80000000e+00  1.48363253e-06  3.47134346e-07 
 1.80000000e+00  1.48362523e-06  3.65326443e-07 
 0.00000000e+00  1.48361769e-06  3.53585122e-07 
 0.00000000e+00  1.48361535e-06  3.78377308e-07 
 1.80000000e+00  1.48362190e-06  3.75586822e-07 
 1.80000000e+00  1.48362903e-06  3.84712152e-07 
 0.00000000e+00  1.48363262e-06  3.67856416e-07 
 0.00000000e+00  1.48362628e-06  3.94672753e-07 
 1.80000000e+00  1.48366139e-06  3.94627349e-07 
 1.80000000e+00  1.48364553e-06  4.07311717e-07 
 0.00000000e+00  1.48364875e-06  3.98169874e-07 
 0.00000000e+00  1.48361093e-06  4.16611798e-07 
 1.80000000e+00  1.48364418e-06  4.12858171e-07 
 1.80000000e+00  1.48363118e-06  4.20619472e-07 
 0.00000000e+00  1.48362609e-06  4.07344530e-07 
 0.00000000e+00  1.48361787e-06  4.33576659e-07 
 1.80000000e+00  1.48359300e-06  4.40533142e-07 
 1.80000000e+00  1.48366162e-06  4.49021726e-07 
 0.00000000e+00  1.48362845e-06  4.50335605e-07 
 0.00000000e+00  1.48363513e-06  4.63020712e-07 
 1.80000000e+00  1.48363851e-06  4.65862186e-07 
 1.80000000e+00  1.48364066e-06  4.72576346e-07 
 0.00000000e+00  1.48359564e-06  4.76732950e-07 
 0.00000000e+00  1.48361755e-06  4.85949315e-07 
 1.80000000e+00  1.48364778e-06  4.90315742e-07 
 1.80000000e+00  1.48362638e-06  4.95961601e-07 
 0.00000000e+00  1.48361747e-06  5.03860647e-07 
 0.00000000e+00  1.48362518e-06  5.07910769e-07 
 1.80000000e+00  1.48362106e-06  5.15736758e-07 
 1.80000000e+00  1.48364865e-06  5.21061395e-07 
 0.00000000e+00  1.48362535e-06  5.34357099e-07 
 0.00000000e+00  1.48363269e-06  5.33141105e-07 
 1.80000000e+00  1.48365066e-06  5.40408649e-07 
 1.80000000e+00  1.48363671e-06  5.44040034e-07 
 0.00000000e+00  1.48363371e-06  5.56660069e-07 
 0.00000000e+00  1.48362199e-06  5.55258922e-07 
 1.80000000e+00  1.48363083e-06  5.65685781e-07 
 1.80000000e+00  1.48363121e-06  5.69768332e-07 
 0.00000000e+00  1.48365595e-06  5.91941600e-07 
 0.00000000e+00  1.48360760e-06  5.84581969e-07 
 1.80000000e+00  1.48361913e-06  5.95230631e-07 
 1.80000000e+00  1.48361251e-06  5.96260008e-07 
 0.00000000e+00  1.48362309e-06  6.19896468e-07 
 0.00000000e+00  1.48363280e-06  6.13267019e-07 
 1.80000000e+00  1.48359912e-06  6.34114826e-07 
 1.80000000e+00  1.48361831e-06  6.40315037e-07 
 0.00000000e+00  1.48363171e-06  6.88002061e-07 
 0.00000000e+00  1.48365582e-06  6.55379949e-07 
